episode,task,r_gt_error_type,r_error_type,Loc,Exp,r_gt_failure_reason,r_pred_failure_reason,r_gt_failure_step,r_pred_failure_step,rp_task_plan,rp_llm_plan,gt_plan,taxonomy_code,notes
makeSalad-1,makeSalad,execution,execution,True,True,Wrong order - knife is put on countertop before slicing tomato,"At 02:05, the robot attempted to slice the potato but failed because the potato was not picked up from the countertop, leaving the gripper empty while the knife remained in the robot's hand. This indicates a failure in the object interaction or grasping step required before the slicing action could be successfully executed.","['02:04', '02:05']",['02:05'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(slice_obj, Potato)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Potato)', '(slice_obj, Potato)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(pick_up, Lettuce)', '(put_in, Lettuce, Bowl)', '(pick_up, Tomato)', '(put_in, Tomato, Bowl)', '(open_obj, Fridge)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],PER-MISSING,
makeSalad-10,makeSalad,execution,execution,False,False,"Failed to successfully execute (pick_up, TomatoSliced)","At 02:38, the robot failed to successfully place the lettuce slice into the bowl; instead, the observation indicates the slice is merely positioned ""above"" the bowl while remaining on the countertop. This failure was likely caused by the robot's inability to execute the ""Put"" action correctly, resulting in the ingredient not being transferred into the container as intended.",['02:45'],['02:38'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Lettuce)', '(put_in, Lettuce, Bowl)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(pick_up, Tomato)', '(put_in, Tomato, Bowl)', '(open_obj, Fridge)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],PER-SPATIAL,
makeSalad-2,makeSalad,execution,execution,True,True,Wrong plan - potato slice is put in pan instead of the bowl,"At 02:31, the robot incorrectly placed the potato slice into the clean pan instead of the salad bowl, likely due to a misidentification of the target container or a navigation error. This action violated the task requirement to store the salad ingredients in the bowl before refrigeration, causing the failure.",['02:31'],['02:31'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Pan)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Potato)', '(put_in, Potato, Bowl)', '(pick_up, Lettuce)', '(put_in, Lettuce, Bowl)', '(pick_up, Tomato)', '(put_in, Tomato, Bowl)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)']",[],RSN-PLAN,
makeSalad-3,makeSalad,execution,execution,False,False,Wrong plan - apple instead of tomato,"At 03:20, the robot failed to successfully close the fridge door, as indicated by the auditory observation of an object dropping or cracking on a hard surface. This suggests that the bowl containing the salad ingredients was likely dropped or the door mechanism malfunctioned during the closing action.","['00:46', '01:56', '02:20']",['03:20'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Apple)', '(pick_up, Apple)', '(navigate_to_obj, Bowl)', '(put_on, Apple, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Apple)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, AppleSliced)', '(put_in, AppleSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],RSN-DIAG,
makeSalad-4,makeSalad,planning,execution,False,True,Wrong perception: pan and bowl,"At 03:24, the robot failed to place the salad bowl into the fridge because it mistakenly picked up the pan instead of the bowl at 03:08. Consequently, the robot placed the empty pan inside the open fridge while the bowl containing the sliced vegetables remained on the countertop.",['03:08'],"['03:24', '03:08']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Pan)', '(put_in, Pan, Sink)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],RSN-PLAN,
makeSalad-5,makeSalad,execution,execution,False,False,Missing step - slice potato,"At 02:30, the robot attempted to place the lettuce slice into the bowl, but the action failed because the lettuce slice remained on the countertop above the bowl instead of being successfully deposited inside. This failure was likely caused by the robot's inability to properly align the object or execute the placement maneuver, as evidenced by the observation that the lettuce slice was still ""above bowl"" and not ""inside robot gripper"" after the action.",['02:42'],['02:30'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Lettuce)', '(put_in, Lettuce, Bowl)', '(pick_up, Tomato)', '(put_in, Tomato, Bowl)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(open_obj, Fridge)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],PER-SPATIAL,
makeSalad-6,makeSalad,execution,execution,False,True,"Failed to successfully execute (pick_up, Bowl)","At 02:46, the robot successfully opened the fridge but immediately failed to place the salad bowl inside, instead moving back to the bowl at 02:47. This failure was caused by the robot's inability to grasp the bowl after opening the fridge, as evidenced by the observation that the gripper remained empty while the bowl stayed on the countertop.",['180'],"['02:46', '02:47']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Lettuce)', '(put_in, Lettuce, Bowl)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(pick_up, Tomato)', '(put_in, Tomato, Bowl)', '(pick_up, Bowl)', '(open_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],RSN-PLAN,
makeSalad-7,makeSalad,execution,execution,False,False,"Missing (pick_up, LettuceSliced), (put_in, LettuceSliced, Bowl)","At 03:10, the robot failed to successfully close the fridge door, as indicated by the auditory observation of an object dropping or cracking on a hard surface. This suggests that the robot likely dropped the bowl (or another object) while attempting to push the fridge door shut, causing the task to fail.",['187'],['03:10'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Bowl)', '(put_on, Bowl, CounterTop)', '(pick_up, Lettuce)', '(put_in, Lettuce, Bowl)', '(pick_up, Tomato)', '(put_in, Tomato, Bowl)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],RSN-DIAG,
makeSalad-8,makeSalad,execution,execution,True,True,"Failed to successfully execute (put_on, Tomato, CounterTop)","At 01:19, the robot attempted to place the tomato into the bowl but failed because the visual observation still reported the tomato as being ""inside robot gripper"" rather than showing it successfully released into the bowl. This indicates a failure in the object release mechanism or a sensor error preventing the system from recognizing that the tomato had been deposited.",['01:19'],['01:19'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Tomato)', '(put_in, Tomato, Bowl)', '(pick_up, Lettuce)', '(put_in, Lettuce, Bowl)', '(open_obj, Fridge)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],RSN-PLAN,
makeSalad-9,makeSalad,execution,execution,False,False,Dropped Bowl,"At 02:38, the robot attempted to place the lettuce slice into the bowl, but the action failed because the visual observation indicates the lettuce slice remained on the countertop rather than being inside the bowl. This suggests the robot either dropped the item before reaching the bowl or misjudged the placement, leaving the ingredient outside the container as the task requires.",['03:22'],['02:38'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Lettuce)', '(put_in, Lettuce, Bowl)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(pick_up, Tomato)', '(put_in, Tomato, Bowl)', '(open_obj, Fridge)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],PER-SPATIAL,
storeEgg-2,storeEgg,planning,execution,True,False,lettuce is blocking the egg,"At 00:16, the robot failed to successfully pick up the egg because the auditory observation of an object dropping or cracking, combined with the visual confirmation that the gripper remained empty, indicates the egg was dropped or shattered upon contact with the hard surface of the fridge shelf. This loss of the object prevented the robot from completing the task of storing the egg in the bowl.",['00:16'],['00:16'],"['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(open_obj, Fridge)', '(pick_up, Bowl)', '(put_on, Bowl, CounterTop)', '(close_obj, Fridge)', '(pick_up, Egg)', '(put_in, Egg, Bowl)', '(open_obj, Fridge)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],PER-AUDIO,
storeEgg-4,storeEgg,planning,execution,False,False,Ambiguous plan - says some container (maps to pan),"At 01:05, the robot failed to store the egg because it closed the fridge door while the egg was still sitting on the countertop outside, leaving the object unsecured. This action was likely triggered by a navigation or task-planning error where the robot prioritized closing the appliance over placing the egg inside, resulting in the egg being left behind.",['01:41'],['01:05'],"['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Container)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Egg)', '(open_obj, Fridge)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)', '(pick_up, Egg)', '(put_in, Egg, Bowl)', '(close_obj, Fridge)']",[],RSN-DIAG,
storeEgg-5,storeEgg,planning,execution,False,False,Wrong execution - policy puts egg in pan instead of bowl,"At 01:05, the robot failed to store the egg because it closed the fridge door while the egg was still sitting on the countertop outside, leaving the object unsecured. This action was likely triggered by a navigation or task-planning error where the robot prioritized closing the appliance over placing the egg inside, resulting in the egg being left behind.",['01:41'],['01:05'],"['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Egg)', '(put_in, Egg, Bowl)', '(pick_up, Bowl)', '(open_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],RSN-DIAG,
storeEgg-6,storeEgg,planning,execution,False,False,Wrong perception - potato detected as egg,"At 01:05, the robot failed to store the egg because it closed the fridge door while the egg was still sitting on the countertop, leaving the object outside the refrigerator. This action was likely caused by the robot's inability to locate or pick up the egg from the countertop after placing it there at 00:43, resulting in the fridge being closed empty.",['01:27'],"['01:05', '00:43']","['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(pick_up, Egg)', '(put_in, Egg, Bowl)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],RSN-DIAG,
storeEgg-9,storeEgg,execution,execution,True,True,"Failed to successfully execute (open_obj, Fridge)","At 00:15, the robot failed to open the fridge door despite executing the ""Open fridge"" action, as the visual observation still reported the fridge as closed. This failure was likely caused by the robot's inability to successfully interact with the door handle or latch, preventing access to the interior where the egg needs to be stored.",['00:15'],['00:15'],"['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","['(open_obj, Fridge)', '(pick_up, Egg)', '(put_on, Egg, CounterTop)', '(close_obj, Fridge)', '(pick_up, Egg)', '(put_in, Egg, Bowl)', '(open_obj, Fridge)', '(pick_up, Bowl)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",[],RSN-PLAN,
switchDevices-10,switchDevices,execution,execution,True,False,"Missing (pick_up, RemoteControl)","At 01:04, the robot attempted to toggle the television on, but the action failed because the visual observation still indicated that the television was turned off. This suggests the robot either could not successfully activate the TV or failed to register the change in the television's state after the command was executed.",['01:04'],['01:04'],"['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)']","['(pick_up, RemoteControl)', '(put_on, RemoteControl, TVStand)', '(toggle_on, Television)', '(pick_up, Laptop)', '(put_on, Laptop, TVStand)']",[],RSN-DIAG,
switchDevices-2,switchDevices,planning,execution,True,False,Wrong Order: of pick up remote control and toggle on television,"At 00:55, the robot attempted to toggle the television on, but the action failed because the visual observation still indicated that the television was turned off. This suggests the robot's command to switch on the TV was either not executed successfully or the system failed to register the change in the television's state.",['00:55'],['00:55'],"['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, Television)', '(toggle_on, Television)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(put_on, RemoteControl, TVStand)']","['(toggle_on, Television)', '(pick_up, RemoteControl)', '(put_on, RemoteControl, TVStand)']",[],CTX-AFFORD,
switchDevices-6,switchDevices,planning,execution,True,False,Book is blocking remote control,"At 00:51, the robot failed to pick up the remote control despite moving towards it, as the visual observation still reported that nothing was inside the robot gripper. This indicates a failure in the grasping action or a misalignment between the robot's intended movement and its actual physical interaction with the object.",['00:51'],['00:51'],"['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_in, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)', '(put_on, RemoteControl, TVStand)']","['(pick_up, RemoteControl)', '(toggle_on, Television)', '(put_on, RemoteControl, TVStand)']",[],RSN-DIAG,
switchDevices-8,switchDevices,execution,execution,False,False,Dropped RemoteControl,"At 01:07, the robot attempted to toggle the television on, but the action failed because the visual observation still indicated that the television was turned off. This suggests the robot either could not successfully activate the TV or failed to register the change in the television's state after the command was executed.",['00:59'],['01:07'],"['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)']","['(pick_up, RemoteControl)', '(toggle_on, Television)', '(pick_up, Laptop)', '(put_on, Laptop, TVStand)']",[],PER-MISSING,
toastBread-1,toastBread,execution,execution,False,False,Dropped BreadSliced,"At 00:45, the robot failed to toast the bread because it attempted to place a bread slice into a toaster that was still turned off, as indicated by the visual observation ""toaster (turned off)"" immediately after the action. The failure was caused by the robot proceeding with the insertion action without first activating the toaster or verifying its operational state.",00:43,['00:45'],"['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","['(pick_up, BreadSliced)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",[],PER-MISSING,
toastBread-10,toastBread,execution,execution,True,False,The robot forgot to pick up the bread slice from the countertop before moving to the toaster.,"At 00:42, the robot attempted to place a bread slice into the toaster, but the action failed because the toaster was observed to be turned off. The failure was caused by the robot proceeding with the insertion without first activating the toaster, as indicated by the consistent ""turned off"" status in the visual observations from 00:40 through 00:42.","['00:36', '00:37', '00:38', '00:39', '00:40', '00:41', '00:42']","['00:40', '00:42']","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","['(pick_up, BreadSliced)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",[],PER-MISSING,
toastBread-2,toastBread,planning,execution,True,True,The robot cannot pick up knife due to the pot occluding the knife.,"At 00:23, the robot failed to pick up the knife because a pot was blocking it on the countertop, preventing the gripper from successfully grasping the object despite repeated attempts to move to the knife's location.",00:23,['00:23'],"['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","['(pick_up, Pot)', '(put_in, Pot, Sink)', '(pick_up, Knife)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, Bread)', '(put_in, Bread, Toaster)', '(toggle_off, Toaster)']",[],RSN-PLAN,
