episode,task,r_gt_error_type,r_error_type,Loc,Exp,r_gt_failure_reason,r_pred_failure_reason,r_gt_failure_step,r_pred_failure_step,rp_task_plan,rp_llm_plan,gt_plan,taxonomy_code,notes
makeSalad-6,makeSalad,execution,execution,False,True,"Failed to successfully execute (pick_up, Bowl)","At 03:00, the robot failed to pick up the bowl—the observation still shows the bowl on the first countertop and the gripper empty after the pickup attempt. The likely cause is that the salad ingredients were not fully transferred into the bowl earlier (e.g., at 02:25 and 02:31 potato and tomato slices are still reported on the countertop as well as in the bowl), suggesting misplacement/perception errors that left the scene cluttered and may have interfered with grasping.",['180'],"['03:00', '02:25', '02:31']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'pick_up', 'obj1': 'LettuceSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'LettuceSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'PotatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'PotatoSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'TomatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'TomatoSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",RSN-PLAN,
makeSalad-8,makeSalad,execution,execution,True,True,"Failed to successfully execute (put_on, Tomato, CounterTop)","At 01:19, the robot attempted to put the tomato on the countertop near the bowl, but the tomato remained inside the gripper, so the place action failed. This likely happened because the robot targeted an occupied/cluttered area around the bowl and lettuce (seen at 01:16–01:18), preventing a successful release.",['01:19'],"['01:19', '01:16–01:18']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_on', 'obj1': 'Bowl', 'obj2': 'CounterTop-1'}, {'action': 'pick_up', 'obj1': 'Tomato', 'obj2': None}, {'action': 'slice_obj', 'obj1': 'Tomato', 'obj2': None}, {'action': 'put_in', 'obj1': 'Tomato', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Lettuce', 'obj2': None}, {'action': 'slice_obj', 'obj1': 'Lettuce', 'obj2': None}, {'action': 'put_in', 'obj1': 'Lettuce', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",RSN-PLAN,
makeSalad-9,makeSalad,execution,execution,False,True,Dropped Bowl,"At 02:38, the robot attempted to put the lettuce slice into the bowl, but the lettuce slice ended up above/on the countertop near the bowl instead of inside it, while the gripper became empty. The failure was caused by an inaccurate placement/drop during transfer after picking up the lettuce slice at 02:35.",['03:22'],"['02:35', '02:38']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'pick_up', 'obj1': 'LettuceSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'LettuceSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'PotatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'PotatoSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'TomatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'TomatoSliced', 'obj2': 'Bowl'}, {'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",PER-SPATIAL,
storeEgg-2,storeEgg,planning,execution,True,False,lettuce is blocking the egg,"At 00:16, the robot failed to pick up the egg—the gripper was still empty afterward even though the egg remained visible in the open fridge. A likely cause is that something was dropped or mishandled when the fridge was opened at 00:15, as indicated by the “object drops or cracks on hard surface” sound, which likely disrupted the pickup.",['00:16'],"['00:16', '00:15']","['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Egg', 'obj2': None}, {'action': 'put_in', 'obj1': 'Egg', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",PER-SPATIAL,
switchDevices-1,switchDevices,execution,planning,True,True,Wrong Plan: TV switched off and laptop turned on,"The plan targeted the wrong device states: it turned the laptop on instead of closing it, and it toggled the television off instead of on. So even though the laptop ended up on the TV stand, the success conditions were not met because the laptop remained open and the TV was off.","['00:19', '01:07']",['00:19'],"['(navigate_to_obj, Laptop)', '(toggle_on, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_off, Television)', '(put_on, RemoteControl, TVStand)']","[{'action': 'pick_up', 'obj1': 'Laptop', 'obj2': None}, {'action': 'close_obj', 'obj1': 'Laptop', 'obj2': None}, {'action': 'put_on', 'obj1': 'Laptop', 'obj2': 'TVStand'}, {'action': 'toggle_on', 'obj1': 'Television', 'obj2': None}]","['(navigate_to_obj, Laptop)', '(toggle_on, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_off, Television)', '(put_on, RemoteControl, TVStand)']",RSN-PLAN,
storeEgg-9,storeEgg,execution,execution,True,True,"Failed to successfully execute (open_obj, Fridge)","At 00:15, the robot attempted to open the fridge, but the observation still shows the fridge remained closed, so the open action failed. The failure was caused by the robot spending 00:01–00:14 repeatedly moving to the fridge without making progress, then being unable to actually open the closed fridge.",['00:15'],"['00:15', '00:01–00:14']","['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Egg', 'obj2': None}, {'action': 'put_in', 'obj1': 'Egg', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(pick_up, Egg)', '(navigate_to_obj, CounterTop)', '(put_on, Egg, CounterTop)', '(navigate_to_obj, Fridge)', '(close_obj, Fridge)', '(navigate_to_obj, Egg)', '(pick_up, Egg)', '(navigate_to_obj, Bowl)', '(put_in, Egg, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",PER-SPATIAL,
switchDevices-10,switchDevices,execution,execution,False,True,"Missing (pick_up, RemoteControl)","At 01:04, the robot attempted to toggle on the television, but the TV remained off, so the final step failed. The likely cause is that after moving toward the remote at 00:48–00:52, the robot never picked it up and then tried to turn on the TV with an empty gripper, so it had no effective way to switch the television on.",['01:04'],"['00:48–00:52', '01:04']","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)']","[{'action': 'toggle_on', 'obj1': 'Television', 'obj2': None}]","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)']",RSN-PLAN,
switchDevices-2,switchDevices,planning,execution,True,True,Wrong Order: of pick up remote control and toggle on television,"At 00:55, the robot attempted to toggle on the television, but the TV remained off, so the final step failed. The likely cause is that after moving toward the TV at 00:48–00:52, the robot did not properly locate or actuate the TV’s power control (and it was not holding the remote), so the toggle action had no effect.",['00:55'],"['00:55', '00:48–00:52']","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, Television)', '(toggle_on, Television)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(put_on, RemoteControl, TVStand)']","[{'action': 'toggle_on', 'obj1': 'Television', 'obj2': None}]","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, Television)', '(toggle_on, Television)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(put_on, RemoteControl, TVStand)']",RSN-PLAN,
switchDevices-4,switchDevices,execution,execution,False,True,Wrong Plan: Floorlamp turned on instead of television,"At 00:24, the robot toggled the floor lamp off instead of working on the laptop or TV. The failure happened because from 00:01–00:23 it kept navigating to and focusing on the floor lamp, losing track of the actual task targets (the laptop in the armchair and the television).",['01:39'],"['00:24', '00:01–00:23']","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, FloorLamp)', '(toggle_on, FloorLamp)']","[{'action': 'put_on', 'obj1': 'RemoteControl', 'obj2': 'TVStand'}, {'action': 'toggle_on', 'obj1': 'Television', 'obj2': None}]","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, FloorLamp)', '(toggle_on, FloorLamp)']",RSN-PLAN,
switchDevices-6,switchDevices,planning,execution,False,False,Book is blocking remote control,"At 00:42, the robot successfully placed the closed laptop on the TV stand, so the failure was not with the placement itself. The task failed because by that time the television was still off and the robot had not performed the final required step of switching it on after moving the laptop.",['00:51'],['00:42'],"['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_in, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)', '(put_on, RemoteControl, TVStand)']","[{'action': 'pick_up', 'obj1': 'RemoteControl', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Television', 'obj2': None}, {'action': 'put_on', 'obj1': 'RemoteControl', 'obj2': 'TVStand'}]","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_in, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)', '(put_on, RemoteControl, TVStand)']",RSN-DIAG,
switchDevices-8,switchDevices,execution,execution,False,True,Dropped RemoteControl,"The failure at 01:07 happened because the robot tried to toggle on the television without the remote control or any object in its gripper, so the TV remained off. The likely cause is that it dropped the remote during the move at 00:59, indicated by the gripper becoming empty and the “object drops or cracks on hard surface” sound.",['00:59'],"['01:07', '00:59']","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)']","[{'action': 'pick_up', 'obj1': 'RemoteControl', 'obj2': None}, {'action': 'toggle_on', 'obj1': 'Television', 'obj2': None}]","['(navigate_to_obj, Laptop)', '(close_obj, Laptop)', '(pick_up, Laptop)', '(navigate_to_obj, TVStand)', '(put_on, Laptop, TVStand)', '(navigate_to_obj, RemoteControl)', '(pick_up, RemoteControl)', '(navigate_to_obj, Television)', '(toggle_on, Television)']",EXEC-SIM,
toastBread-1,toastBread,execution,execution,True,True,Dropped BreadSliced,"At 00:45, the robot attempted to put the bread slice into the toaster, but the observations show the gripper was already empty by 00:43–00:44, so it had dropped or lost the bread slice before reaching the toaster. The failure was caused by trying to insert bread when it was no longer in the gripper, and the toaster also remained off.",00:43,"['00:43', '00:44', '00:45']","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","[{'action': 'pick_up', 'obj1': 'BreadSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'BreadSliced', 'obj2': 'Toaster'}]","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",CTX-AFFORD,
toastBread-10,toastBread,execution,execution,True,True,The robot forgot to pick up the bread slice from the countertop before moving to the toaster.,"At 00:42, the robot tried to put the bread slice into the toaster, but the gripper was empty, so no bread was actually inserted. The failure was caused by not picking up the bread slice after slicing and leaving it on the second countertop at 00:36 before moving to the toaster at 00:40–00:41.","['00:36', '00:37', '00:38', '00:39', '00:40', '00:41', '00:42']","['00:42', '00:36', '00:40–00:41']","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","[{'action': 'pick_up', 'obj1': 'BreadSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'BreadSliced', 'obj2': 'Toaster'}, {'action': 'toggle_on', 'obj1': 'Toaster', 'obj2': None}]","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",CTX-AFFORD,
toastBread-2,toastBread,planning,execution,True,True,The robot cannot pick up knife due to the pot occluding the knife.,"At 00:23, the robot failed to pick up the knife because the pot was blocking access to it on the first countertop. This was already indicated at 00:22, so the pickup attempt likely failed due to the knife being obstructed.",00:23,"['00:23', '00:22']","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","[{'action': 'pick_up', 'obj1': 'Bread', 'obj2': None}, {'action': 'slice_obj', 'obj1': 'Bread', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bread', 'obj2': 'Toaster'}, {'action': 'toggle_on', 'obj1': 'Toaster', 'obj2': None}]","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",RSN-PLAN,
toastBread-3,toastBread,planning,execution,False,True,"The robot cannot put bread slice inside the toaster due to a cellphone on top of the toaster, blocking the slots.","At 00:47, the robot failed to put the bread slice into the toaster and instead placed it on top of the toaster, specifically on top of the cellphone already sitting there. The failure was caused by the toaster slot being obstructed by the cellphone visible at 00:43–00:44, while the toaster was also still turned off.",00:47,"['00:43', '00:44', '00:47']","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","[{'action': 'pick_up', 'obj1': 'CellPhone', 'obj2': None}, {'action': 'put_on', 'obj1': 'CellPhone', 'obj2': 'CounterTop'}, {'action': 'pick_up', 'obj1': 'BreadSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'BreadSliced', 'obj2': 'Toaster'}, {'action': 'toggle_on', 'obj1': 'Toaster', 'obj2': None}]","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",CTX-AFFORD,
toastBread-4,toastBread,execution,execution,True,True,The robot failed to execute the slice bread action.,"At 00:31, the robot attempted to slice the bread, but the observation still shows the bread as “not sliced,” so the slicing action failed. The likely cause is that after only moving to the bread at 00:29–00:30, the robot was not properly aligned or positioned to cut it successfully.",00:31,"['00:31', '00:29–00:30']","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']","[{'action': 'pick_up', 'obj1': 'Knife', 'obj2': None}, {'action': 'slice_obj', 'obj1': 'Bread', 'obj2': None}, {'action': 'put_on', 'obj1': 'Knife', 'obj2': 'CounterTop-1'}, {'action': 'pick_up', 'obj1': 'Bread', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bread', 'obj2': 'Toaster'}]","['(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bread)', '(slice_obj, Bread)', '(put_on, Knife, CounterTop)', '(pick_up, BreadSliced)', '(navigate_to_obj, Toaster)', '(put_in, BreadSliced, Toaster)', '(toggle_on, Toaster)']",RSN-PLAN,
toastBread-7,toastBread,execution,execution,False,True,"The robot never sliced the bread, and the unsliced bread cannot be put inside the toaster.","At 00:29, the robot failed to insert the bread into the toaster and instead placed the unsliced bread on top of the toaster. The failure was likely caused by using a whole loaf rather than sliced bread and/or misaligning the placement during the “Put bread in toaster” action after moving to the toaster at 00:25–00:26.","['00:01', '00:02', '00:03', '00:04', '00:05', '00:06', '00:07', '00:08', '00:09', '00:10', '00:11', '00:12', '00:13', '00:14', '00:15', '00:16', '00:17', '00:18', '00:19', '00:20', '00:21']","['00:25–00:26', '00:29']","['(navigate_to_obj, Bread)', '(pick_up, Bread)', '(navigate_to_obj, Toaster)', '(put_in, Bread, Toaster)', '(toggle_on, Toaster)']","[{'action': 'pick_up', 'obj1': 'Bread', 'obj2': None}, {'action': 'slice_obj', 'obj1': 'Bread', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bread', 'obj2': 'Toaster'}, {'action': 'toggle_on', 'obj1': 'Toaster', 'obj2': None}]","['(navigate_to_obj, Bread)', '(pick_up, Bread)', '(navigate_to_obj, Toaster)', '(put_in, Bread, Toaster)', '(toggle_on, Toaster)']",RSN-PLAN,
