task,episode,step_index,candidates_json,selected_label,selected_action,curr_state_after,done,confidence,entropy,option_probs,score_status
cookEgg,cookEgg-7,5,"[{""action"": ""pick_up"", ""obj1"": ""Egg"", ""obj2"": null}, {""action"": ""toggle_on"", ""obj1"": ""StoveBurner-1"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Pan"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Fridge"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Egg"", ""obj2"": null}","egg (not sliced and not cracked), second stove burner (turned off). egg is inside robot gripper.",False,0.9999999830429366,2.0633411184156726e-07,"{""A"": 0.9999999830429366, ""B"": 1.3440409723225137e-08, ""C"": 5.905303898807425e-10, ""D"": 5.905303898807425e-10, ""E"": 2.3355929991945378e-09}",available
cookEgg,cookEgg-7,6,"[{""action"": ""crack_obj"", ""obj1"": ""Egg"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Egg"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Egg"", ""obj2"": ""CounterTop-1""}, {""action"": ""put_on"", ""obj1"": ""Egg"", ""obj2"": ""Plate""}]",A,"{""action"": ""crack_obj"", ""obj1"": ""Egg"", ""obj2"": null}","cracked egg, second stove burner (turned off). cracked egg is inside robot gripper.",False,0.9999992974191403,7.1019668038084615e-06,"{""A"": 0.9999992974191403, ""B"": 3.9278601414999334e-07, ""C"": 1.855389754689158e-07, ""D"": 4.691164430199642e-08, ""E"": 7.734422580421996e-08}",available
cookEgg,cookEgg-7,7,"[{""action"": ""put_in"", ""obj1"": ""Egg"", ""obj2"": ""Pan""}, {""action"": ""put_on"", ""obj1"": ""Egg"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Egg"", ""obj2"": ""Plate""}, {""action"": ""put_on"", ""obj1"": ""Egg"", ""obj2"": ""CounterTop-1""}]",A,"{""action"": ""put_in"", ""obj1"": ""Egg"", ""obj2"": ""Pan""}","cracked egg, first stove burner (turned on), fourth stove burner (turned off), third stove burner (turned off), pan (clean), second stove burner (turned off). cracked egg is above stove knob. cracked egg is on top of first stove burner. cracked egg is inside pan. pan is on top of first stove burner. pan is above stove knob. nothing is inside robot gripper.",False,0.9999999140682133,9.714116577404736e-07,"{""A"": 0.9999999140682133, ""B"": 5.3157847976294966e-08, ""C"": 2.0611534453199444e-09, ""D"": 5.6027959560789595e-09, ""E"": 2.510998939969338e-08}",available
cookEgg,cookEgg-7,8,"[{""action"": ""pick_up"", ""obj1"": ""Pan"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Egg"", ""obj2"": null}, {""action"": ""toggle_off"", ""obj1"": ""StoveBurner-1"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Egg"", ""obj2"": ""StoveBurner-1""}]",E,null,,True,0.9999999984395289,2.167738583345346e-08,"{""A"": 7.582560416079541e-10, ""B"": 5.905303989728984e-10, ""C"": 7.99195988048271e-11, ""D"": 1.3176514249533896e-10, ""E"": 0.9999999984395289}",available
cookEgg,cookEgg-8,0,"[{""action"": ""pick_up"", ""obj1"": ""Pan"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""EggCracked"", ""obj2"": null}, {""action"": ""toggle_off"", ""obj1"": ""StoveBurner"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Pan"", ""obj2"": ""CounterTop""}]",E,null,,True,0.9999999855197723,1.791304806808488e-07,"{""A"": 9.23744952821022e-09, ""B"": 4.3634621897597745e-09, ""C"": 5.2114124124261e-10, ""D"": 3.581747878418655e-10, ""E"": 0.9999999855197723}",available
cookEgg,cookEgg-9,0,"[{""action"": ""pick_up"", ""obj1"": ""Pan"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Pan"", ""obj2"": ""StoveBurner""}, {""action"": ""toggle_on"", ""obj1"": ""StoveBurner"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""EggCracked"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Pan"", ""obj2"": null}","pan (clean), cracked egg. cracked egg is inside pan. pan is inside robot gripper.",False,0.9227577307640638,0.17418259517761772,"{""A"": 0.9227577307640638, ""B"": 0.0010804382782283973, ""C"": 0.00039747103001489816, ""D"": 1.9788917345597035e-05, ""E"": 0.07574457101034726}",available
cookEgg,cookEgg-9,1,"[{""action"": ""put_on"", ""obj1"": ""Pan"", ""obj2"": ""StoveBurner""}, {""action"": ""put_on"", ""obj1"": ""Pan"", ""obj2"": ""StoveBurner-1""}, {""action"": ""put_on"", ""obj1"": ""Pan"", ""obj2"": ""StoveBurner-2""}, {""action"": ""put_on"", ""obj1"": ""Pan"", ""obj2"": ""StoveBurner-3""}]",A,"{""action"": ""put_on"", ""obj1"": ""Pan"", ""obj2"": ""StoveBurner""}","cracked egg, first stove burner (turned on), fourth stove burner (turned off), third stove burner (turned off), pan (clean), second stove burner (turned off). cracked egg is on the right of stove knob. cracked egg is inside pan. pan is on the right of stove knob. nothing is inside robot gripper.",False,0.9398978597625052,0.1412992799339974,"{""A"": 0.9398978597625052, ""B"": 0.06008566574712889, ""C"": 1.2225532410487043e-05, ""D"": 2.1244789777515597e-06, ""E"": 2.1244789777515597e-06}",available
cookEgg,cookEgg-9,2,"[{""action"": ""pick_up"", ""obj1"": ""Pan"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""EggCracked"", ""obj2"": null}, {""action"": ""put_in"", ""obj1"": ""EggCracked"", ""obj2"": ""Pan""}, {""action"": ""put_on"", ""obj1"": ""Pan"", ""obj2"": ""StoveBurner""}]",E,null,,True,0.999939010693309,0.00045522498430953796,"{""A"": 2.1444101909899485e-05, ""B"": 1.670068335969273e-05, ""C"": 6.143838061544966e-06, ""D"": 1.670068335969273e-05, ""E"": 0.999939010693309}",available
heatPotato,heatPotato-1,0,"[{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""toggle_off"", ""obj1"": ""Microwave"", ""obj2"": null}]",D,"{""action"": ""toggle_off"", ""obj1"": ""Microwave"", ""obj2"": null}",microwave (closed and turned off). nothing is inside robot gripper.,False,0.9632808781874546,0.11393009935333351,"{""A"": 0.022654193530870625, ""B"": 0.013740462947536633, ""C"": 0.0003231447155440764, ""D"": 0.9632808781874546, ""E"": 1.3206185939761266e-06}",available
heatPotato,heatPotato-1,1,"[{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Bowl"", ""obj2"": null}]",A,"{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}",microwave (open and turned off). nothing is inside robot gripper.,False,0.5064799877896725,0.6338877653561441,"{""A"": 0.18632357487258366, ""B"": 0.3071956411253166, ""C"": 0.5064799877896725, ""D"": 5.407705205707578e-07, ""E"": 2.5544190662597285e-07}",available
heatPotato,heatPotato-1,2,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Mug"", ""obj2"": null}, {""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}","potato, plate (clean). chair is on top of potato. plate is inside robot gripper.",False,0.9999970873773445,2.49261259692355e-05,"{""A"": 0.9999970873773445, ""B"": 2.9023121708522202e-06, ""C"": 5.602775191620341e-09, ""D"": 2.6465636030485786e-09, ""E"": 2.0611458065025114e-09}",available
heatPotato,heatPotato-1,3,"[{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-2""}]",A,"{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}",plate (clean). plate is on the right of spoon. plate is on the right of butter knife. plate is on top of first countertop. nothing is inside robot gripper.,False,0.9990606049178078,0.00473332917579924,"{""A"": 0.9990606049178078, ""B"": 8.307479499592879e-07, ""C"": 0.0009110253138109957, ""D"": 2.7510593826658926e-05, ""E"": 2.842660452914536e-08}",available
heatPotato,heatPotato-1,4,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Fridge"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Cabinet"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Drawer"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}",plate (clean). plate is inside robot gripper.,False,0.9999999841271787,1.9749159364862666e-07,"{""A"": 0.9999999841271787, ""B"": 2.6465735969005267e-09, ""C"": 3.3982677655549732e-09, ""D"": 5.905303905210205e-10, ""E"": 9.237449515346207e-09}",available
heatPotato,heatPotato-1,5,"[{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-2""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}]",A,"{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}",plate (clean). plate is on the right of spoon. plate is on the right of butter knife. plate is on top of first countertop. nothing is inside robot gripper.,False,0.9999708527852433,0.0002209296516804759,"{""A"": 0.9999708527852433, ""B"": 2.1444774583242195e-05, ""C"": 4.784975987105808e-06, ""D"": 2.9022346421683957e-06, ""E"": 1.522954420753849e-08}",available
heatPotato,heatPotato-1,6,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Fridge"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Cabinet"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}",plate (clean). plate is inside robot gripper.,False,0.9999999656918651,4.141199772149639e-07,"{""A"": 0.9999999656918651, ""B"": 1.522997922220043e-08, ""C"": 9.237449345050924e-09, ""D"": 2.6465735481101117e-09, ""E"": 7.194132783508096e-09}",available
heatPotato,heatPotato-1,7,"[{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-2""}]",A,"{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}",plate (clean). plate is on the right of spoon. plate is on the right of butter knife. plate is on top of first countertop. nothing is inside robot gripper.,False,0.9999937920977313,5.233452751419287e-05,"{""A"": 0.9999937920977313, ""B"": 4.1399142993568844e-08, ""C"": 4.785085759534822e-06, ""D"": 1.3709500234941126e-06, ""E"": 1.0467342581156848e-08}",available
heatPotato,heatPotato-1,8,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""ButterKnife"", ""obj2"": null}]",B,"{""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}",potato. potato is inside robot gripper.,False,0.998073139212161,0.008681833002278023,"{""A"": 0.0019267343148768345, ""B"": 0.998073139212161, ""C"": 1.1231838254203655e-07, ""D"": 4.934925318437942e-09, ""E"": 9.219654276401607e-09}",available
heatPotato,heatPotato-1,9,"[{""action"": ""put_on"", ""obj1"": ""Potato"", ""obj2"": ""Plate""}, {""action"": ""put_on"", ""obj1"": ""Potato"", ""obj2"": ""CounterTop""}, {""action"": ""put_in"", ""obj1"": ""Potato"", ""obj2"": ""Microwave""}, {""action"": ""put_on"", ""obj1"": ""Potato"", ""obj2"": ""DiningTable""}]",A,"{""action"": ""put_on"", ""obj1"": ""Potato"", ""obj2"": ""Plate""}","potato, plate (clean). potato is on the right of spoon. potato is on top of plate. potato is on the right of butter knife. potato is on top of first countertop. plate is on the right of spoon. plate is on the right of butter knife. plate is on top of first countertop. nothing is inside robot gripper.",False,0.9999999413388431,6.579217856875244e-07,"{""A"": 0.9999999413388431, ""B"": 5.3157849425943084e-08, ""C"": 2.3355929017907475e-09, ""D"": 5.211412182181054e-10, ""E"": 2.6465734836580455e-09}",available
heatPotato,heatPotato-10,0,"[{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}]",A,"{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}","microwave (closed and turned on), potato, plate (clean). potato is on top of plate. plate is inside robot gripper.",False,0.9999999034675577,1.1054781190875074e-06,"{""A"": 0.9999999034675577, ""B"": 2.5109989133511008e-08, ""C"": 1.04674007843008e-08, ""D"": 1.955567920009284e-08, ""E"": 4.139937319146868e-08}",available
heatPotato,heatPotato-10,1,"[{""action"": ""put_in"", ""obj1"": ""Plate"", ""obj2"": ""Microwave""}, {""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}]",A,"{""action"": ""put_in"", ""obj1"": ""Plate"", ""obj2"": ""Microwave""}","microwave (closed and turned on), potato, plate (clean). potato is on top of plate. plate is inside robot gripper.",False,0.9999998741223076,1.3758380007231919e-06,"{""A"": 0.9999998741223076, ""B"": 9.931194984845207e-08, ""C"": 4.3634625485026055e-09, ""D"": 4.944450836850758e-09, ""E"": 1.7257829156918356e-08}",available
heatPotato,heatPotato-10,2,"[{""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}]",A,"{""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}","microwave (closed and turned on), potato, plate (clean). potato is on top of plate. plate is inside robot gripper.",False,0.9998708616132478,0.0008164351719312792,"{""A"": 0.9998708616132478, ""B"": 3.7261734779316243e-06, ""C"": 1.3707826167693354e-06, ""D"": 6.475118592406385e-07, ""E"": 0.00012339391879819816}",available
heatPotato,heatPotato-10,3,"[{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""toggle_off"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}]",E,null,,True,0.9597051493336155,0.11180789027689732,"{""A"": 0.03721180761055934, ""B"": 0.00305453117650555, ""C"": 1.2483170770040926e-05, ""D"": 1.6028708549586035e-05, ""E"": 0.9597051493336155}",available
heatPotato,heatPotato-2,0,"[{""action"": ""toggle_off"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}]",A,"{""action"": ""toggle_off"", ""obj1"": ""Microwave"", ""obj2"": null}","microwave (closed and turned off), potato, plate (clean). potato is on top of plate. plate is inside robot gripper.",False,0.9995653725022133,0.0023756342850366455,"{""A"": 0.9995653725022133, ""B"": 0.00043055531333697865, ""C"": 3.72503333907564e-06, ""D"": 2.698405100271258e-07, ""E"": 7.731060050997176e-08}",available
heatPotato,heatPotato-2,1,"[{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}]",A,"{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}","microwave (open and turned off), potato, plate (clean). potato is on top of plate. bowl is inside microwave. microwave is above plate. plate is inside robot gripper.",False,0.9999969687367057,2.6228111719322843e-05,"{""A"": 0.9999969687367057, ""B"": 2.902312518451856e-06, ""C"": 3.2241748972236405e-08, ""D"": 2.8453243601908694e-08, ""E"": 6.825578310984616e-08}",available
heatPotato,heatPotato-2,2,"[{""action"": ""pick_up"", ""obj1"": ""Bowl"", ""obj2"": null}, {""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}]",C,"{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}","potato, plate (clean). potato is on the right of spoon. potato is on top of plate. potato is on top of first countertop. plate is on the right of spoon. plate is on the right of butter knife. plate is on top of first countertop. nothing is inside robot gripper.",False,0.9988842867634631,0.0057424118202204655,"{""A"": 0.00020324126159062555, ""B"": 1.3694288486248996e-06, ""C"": 0.9988842867634631, ""D"": 0.000910864575046398, ""E"": 2.379710513003515e-07}",available
heatPotato,heatPotato-2,3,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Bowl"", ""obj2"": null}, {""action"": ""put_on"", ""obj1"": ""Bowl"", ""obj2"": ""CounterTop""}]",A,"{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}","potato, plate (clean). potato is on top of plate. plate is inside robot gripper.",False,0.9789513292611767,0.06893512156822702,"{""A"": 0.9789513292611767, ""B"": 0.017930115362674984, ""C"": 0.0031157868530934402, ""D"": 1.7232930091580858e-06, ""E"": 1.0452300457228232e-06}",available
heatPotato,heatPotato-2,4,"[{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-2""}]",A,"{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}","potato, plate (clean). potato is on the right of spoon. potato is on top of plate. potato is on top of first countertop. plate is on the right of spoon. plate is on the right of butter knife. plate is on top of first countertop. nothing is inside robot gripper.",False,0.9999980932398458,1.711585844130222e-05,"{""A"": 0.9999980932398458, ""B"": 1.2501505755548883e-09, ""C"": 1.7603430864247291e-06, ""D"": 1.4449775982676363e-07, ""E"": 6.691573829353474e-10}",available
heatPotato,heatPotato-2,5,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Fridge"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}","potato, plate (clean). potato is on top of plate. plate is inside robot gripper.",False,0.9999410845853147,0.0003955103831024976,"{""A"": 0.9999410845853147, ""B"": 5.043178646008097e-07, ""C"": 5.829121955416369e-05, ""D"": 3.2239962452263704e-08, ""E"": 8.763730408419035e-08}",available
heatPotato,heatPotato-2,6,"[{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-2""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}]",A,"{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}","potato, plate (clean). potato is on the right of spoon. potato is on top of plate. potato is on top of first countertop. plate is on the right of spoon. plate is on the right of butter knife. plate is on top of first countertop. nothing is inside robot gripper.",False,0.9999162343938088,0.0005801905576400351,"{""A"": 0.9999162343938088, ""B"": 5.828977780103602e-05, ""C"": 2.1443610883452674e-05, ""D"": 3.7263408250344543e-06, ""E"": 3.058766814951311e-07}",available
heatPotato,heatPotato-2,7,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""close"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Bowl"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Cabinet"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}","potato, plate (clean). potato is on top of plate. plate is inside robot gripper.",False,0.9899466378660633,0.03756943926596506,"{""A"": 0.9899466378660633, ""B"": 0.0014883247392713473, ""C"": 0.008564717527376425, ""D"": 2.6724389592391235e-07, ""E"": 5.262339304887055e-08}",available
heatPotato,heatPotato-2,8,"[{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-1""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop-2""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}]",A,"{""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}","potato, plate (clean). potato is on the right of spoon. potato is on top of plate. potato is on top of first countertop. plate is on the right of spoon. plate is on the right of butter knife. plate is on top of first countertop. nothing is inside robot gripper.",False,0.9999378002248986,0.00045287886189722236,"{""A"": 0.9999378002248986, ""B"": 3.535531257807605e-05, ""C"": 1.3006492633664282e-05, ""D"": 1.3006492633664282e-05, ""E"": 8.314772558709546e-07}",available
heatPotato,heatPotato-2,9,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Bowl"", ""obj2"": null}]",C,"{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}",microwave (open and turned off). bowl is inside microwave. nothing is inside robot gripper.,False,0.99804991235341,0.008854516171326718,"{""A"": 0.0019266893753361574, ""B"": 1.7569132945945384e-06, ""C"": 0.99804991235341, ""D"": 2.1403585600877606e-05, ""E"": 2.3777235834612222e-07}",available
heatPotato,heatPotato-3,0,"[{""action"": ""toggle_off"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Apple"", ""obj2"": null}]",B,"{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}",microwave (closed and turned on). nothing is inside robot gripper.,False,0.6224213600391862,0.4122575870515465,"{""A"": 0.37751764937470467, ""B"": 0.6224213600391862, ""C"": 4.658937914859609e-05, ""D"": 8.096020137559484e-06, ""E"": 6.305186822893189e-06}",available
heatPotato,heatPotato-3,1,"[{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""toggle_off"", ""obj1"": ""Microwave"", ""obj2"": null}]",D,"{""action"": ""toggle_off"", ""obj1"": ""Microwave"", ""obj2"": null}",microwave (closed and turned off). nothing is inside robot gripper.,False,0.8805324136114259,0.22864565517292143,"{""A"": 2.5555881084520045e-06, ""B"": 0.1191670893892956, ""C"": 0.0002953858230616138, ""D"": 0.8805324136114259, ""E"": 2.5555881084520045e-06}",available
heatPotato,heatPotato-3,2,"[{""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Apple"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}",potato. potato is inside robot gripper.,False,0.9999633769440486,0.00027163573735670943,"{""A"": 0.9999633769440486, ""B"": 2.753545272962887e-05, ""C"": 6.143989977321609e-06, ""D"": 2.9022153656627534e-06, ""E"": 4.139787883010533e-08}",available
heatPotato,heatPotato-3,3,"[{""action"": ""put_on"", ""obj1"": ""Potato"", ""obj2"": ""Plate""}, {""action"": ""put_on"", ""obj1"": ""Potato"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Potato"", ""obj2"": ""DiningTable""}, {""action"": ""put_in"", ""obj1"": ""Potato"", ""obj2"": ""Microwave""}]",A,"{""action"": ""put_on"", ""obj1"": ""Potato"", ""obj2"": ""Plate""}",microwave (closed and turned off). nothing is inside robot gripper.,False,0.888946025864627,0.2529297034294329,"{""A"": 0.888946025864627, ""B"": 0.0936942308784757, ""C"": 0.01268013527357509, ""D"": 0.0046647610784210985, ""E"": 1.4846904901146768e-05}",available
heatPotato,heatPotato-3,4,"[{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}, {""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Potato"", ""obj2"": null}, {""action"": ""pick_up"", ""obj1"": ""Apple"", ""obj2"": null}]",A,"{""action"": ""pick_up"", ""obj1"": ""Plate"", ""obj2"": null}","microwave (closed and turned off), plate (clean). plate is inside robot gripper.",False,0.9714936452431553,0.09496115682871151,"{""A"": 0.9714936452431553, ""B"": 0.013857612880784674, ""C"": 0.000537317961891093, ""D"": 0.013857612880784674, ""E"": 0.00025381103338432346}",available
heatPotato,heatPotato-3,5,"[{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}, {""action"": ""put_in"", ""obj1"": ""Plate"", ""obj2"": ""Microwave""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""CounterTop""}, {""action"": ""put_on"", ""obj1"": ""Plate"", ""obj2"": ""DiningTable""}]",A,"{""action"": ""open"", ""obj1"": ""Microwave"", ""obj2"": null}","microwave (open and turned off), plate (clean). microwave is above plate. plate is inside robot gripper.",False,0.9999787327423851,0.00016530352039766634,"{""A"": 0.9999787327423851, ""B"": 1.300702663092914e-05, ""C"": 7.889160443357242e-06, ""D"": 1.855352703241558e-07, ""E"": 1.855352703241558e-07}",available
