task,episode,step,subgoal,evaluation_active,predicted_success,oracle_success,predicted_label,confidence,entropy,score_status
makeCoffee,makeCoffee-10,00:26,put mug on sink,True,True,True,A,0.9999921107349486,0.00014511803680413704,available
makeCoffee,makeCoffee-10,00:29,toggle on faucet,True,True,True,A,0.9999832985828951,0.00028914082765096535,available
makeCoffee,makeCoffee-10,00:32,toggle off faucet,True,True,True,A,0.999964643734043,0.0005738443623561031,available
makeCoffee,makeCoffee-10,00:35,pick up mug,True,True,True,A,0.9999417087162654,0.0009040402942546933,available
makeCoffee,makeCoffee-10,00:36,pour liquid from mug into sink,True,False,True,B,0.9770226323061845,0.15784612026532108,available
makeCoffee,makeCoffee-10,00:48,toggle on coffee machine,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
makeCoffee,makeCoffee-10,00:51,toggle off coffee machine,True,True,True,A,0.9999945777825671,0.000102671729815891,available
makeCoffee,makeCoffee-10,00:54,put mug in coffee machine,True,True,True,A,0.9997965729390125,0.002788120250251277,available
makeCoffee,makeCoffee-10,00:57,pick up mug,True,True,True,A,0.9999546021388404,0.0007204494583810701,available
makeCoffee,makeCoffee-10,01:00,put mug on second countertop,True,True,True,A,0.999998629043345,2.867915148081539e-05,available
makeCoffee,makeCoffee-2,00:17,pick up mug,True,True,True,A,0.9998766053723329,0.001780219083816374,available
makeCoffee,makeCoffee-2,00:26,put mug on sink,True,True,True,A,0.9999921107349486,0.00014511803680413704,available
makeCoffee,makeCoffee-2,00:29,toggle on faucet,True,True,True,A,0.9999832985828951,0.00028914082765096535,available
makeCoffee,makeCoffee-2,00:32,toggle off faucet,True,True,True,A,0.999964643734043,0.0005738443623561031,available
makeCoffee,makeCoffee-2,00:35,pick up mug,True,True,True,A,0.9999417087162654,0.0009040402942546933,available
makeCoffee,makeCoffee-2,00:36,pour liquid from mug into sink,True,False,True,B,0.9770226323061845,0.15784612026532108,available
makeCoffee,makeCoffee-2,00:46,put mug in coffee machine,True,False,False,B,0.9999980052698924,4.064874699476472e-05,available
makeCoffee,makeCoffee-2,00:49,toggle on coffee machine,False,True,,A,0.9999938558278723,0.00011523419737095476,available
makeCoffee,makeCoffee-2,00:52,toggle off coffee machine,False,True,,A,0.9999756997603736,0.0004075477617912567,available
makeCoffee,makeCoffee-2,00:53,pick up mug,False,False,,B,0.9999962733599949,7.258147721319305e-05,available
makeCoffee,makeCoffee-2,00:54,put mug on countertop,False,False,,B,0.999997438718515,5.127018562230698e-05,available
makeCoffee,makeCoffee-3,00:17,pick up mug,True,True,True,A,0.9998766053723329,0.001780219083816374,available
makeCoffee,makeCoffee-3,00:26,put mug in sink,True,True,True,A,0.9999977396747258,4.56534431713181e-05,available
makeCoffee,makeCoffee-3,00:29,toggle on faucet,True,True,True,A,0.9999832985828951,0.00028914082765096535,available
makeCoffee,makeCoffee-3,00:32,toggle off faucet,True,True,True,A,0.999964643734043,0.0005738443623561031,available
makeCoffee,makeCoffee-3,00:35,pick up mug,True,True,True,A,0.9999417087162654,0.0009040402942546933,available
makeCoffee,makeCoffee-3,00:36,pour liquid from mug into sink,True,False,True,B,0.9770226323061845,0.15784612026532108,available
makeCoffee,makeCoffee-3,00:48,put mug in coffee machine,True,False,True,B,0.9996646499470504,0.0043543519776762015,available
makeCoffee,makeCoffee-3,00:51,toggle on coffee machine,True,False,True,B,0.9525741301883566,0.27535993272667686,available
makeCoffee,makeCoffee-3,00:54,toggle off coffee machine,True,True,True,A,0.9914225143407717,0.07120787911686809,available
makeCoffee,makeCoffee-3,00:57,pick up mug,True,True,True,A,0.9999785550602308,0.00036352781624779574,available
makeCoffee,makeCoffee-3,01:16,put mug on countertop,True,True,True,A,0.9999982396568656,3.618984826916553e-05,available
makeCoffee,makeCoffee-4,00:17,pick up mug,True,True,False,A,0.9999724643101547,0.0004568449854295502,available
makeCoffee,makeCoffee-4,00:30,put mug in coffee machine,False,True,,A,0.9992903296589789,0.008447026073181966,available
makeCoffee,makeCoffee-4,00:33,toggle on coffee machine,False,True,,A,0.9999251537939506,0.0011337967002374957,available
makeCoffee,makeCoffee-4,00:36,toggle off coffee machine,False,True,,A,0.9999251537939506,0.0011337967002374957,available
makeCoffee,makeCoffee-4,00:39,pick up mug,False,True,,A,0.9999417087162654,0.0009040402942546933,available
makeCoffee,makeCoffee-4,00:42,put mug on second countertop,False,True,,A,0.9999987901339381,2.5527466612479186e-05,available
makeCoffee,makeCoffee-5,00:17,pick up mug,True,True,True,A,0.9998766053723329,0.001780219083816374,available
makeCoffee,makeCoffee-5,00:22,put mug on sink,True,False,False,B,0.9997965730844882,0.0027881184662963284,available
makeCoffee,makeCoffee-5,00:25,toggle on faucet,False,True,,A,0.9998766054164605,0.0017802185108535846,available
makeCoffee,makeCoffee-5,00:28,toggle off faucet,False,True,,A,0.9999546021388404,0.0007204494583810701,available
makeCoffee,makeCoffee-5,00:31,pick up mug,False,True,,A,0.9998415637342705,0.002228626386868482,available
makeCoffee,makeCoffee-5,00:32,pour liquid from mug into sink,False,False,,B,0.998830489517361,0.013077151127334189,available
makeCoffee,makeCoffee-5,00:44,put mug in coffee machine,False,False,,B,0.9933071485896835,0.05796691765844321,available
makeCoffee,makeCoffee-5,00:47,toggle on coffee machine,False,True,,A,0.999925153802872,0.001133796577967522,available
makeCoffee,makeCoffee-5,00:50,toggle off coffee machine,False,True,,A,0.9995694428819758,0.005435306624609062,available
makeCoffee,makeCoffee-5,00:53,pick up mug,False,True,,A,0.9998766053723329,0.001780219083816374,available
makeCoffee,makeCoffee-5,00:56,put mug on second countertop,False,True,,A,0.9999546021442518,0.0007204493803105356,available
makeCoffee,makeCoffee-6,00:23,pick up mug,True,False,True,B,0.9999785550551182,0.00036352789553793454,available
makeCoffee,makeCoffee-6,00:46,put mug on sink,True,True,True,A,0.9999546021442518,0.0007204493803105356,available
makeCoffee,makeCoffee-6,00:49,toggle on faucet,True,True,True,A,0.9999945777819207,0.00010267174112224464,available
makeCoffee,makeCoffee-6,00:52,toggle off faucet,True,True,True,A,0.9999852610222102,0.00025782434599506466,available
makeCoffee,makeCoffee-6,00:55,pick up mug,True,False,True,B,0.9997965730844882,0.0027881184662963284,available
makeCoffee,makeCoffee-6,00:56,pour liquid from mug into sink,True,False,True,B,0.5621765008857981,0.9888163926508522,available
makeCoffee,makeCoffee-6,01:08,put mug in coffee machine,True,False,True,B,0.9999952149045797,9.147050816911523e-05,available
makeCoffee,makeCoffee-6,01:11,toggle on coffee machine,True,True,True,A,0.9994472214174237,0.0067788933958978954,available
makeCoffee,makeCoffee-6,01:14,toggle off coffee machine,True,True,True,A,0.9999724643101547,0.0004568449854295502,available
makeCoffee,makeCoffee-6,01:17,pick up mug,True,False,True,B,0.9997965730844882,0.0027881184662963284,available
makeCoffee,makeCoffee-6,01:20,put mug on second countertop,True,False,True,B,0.9999921107340083,0.00014511805274578548,available
makeCoffee,makeCoffee-7,00:17,pick up mug,True,True,True,A,0.9998766053723329,0.001780219083816374,available
makeCoffee,makeCoffee-7,00:26,put mug on sink,True,True,True,A,0.9999724643101547,0.0004568449854295502,available
makeCoffee,makeCoffee-7,00:29,toggle on faucet,True,True,True,A,0.999964643734043,0.0005738443623561031,available
makeCoffee,makeCoffee-7,00:32,toggle off faucet,True,True,False,A,0.9999724643101547,0.0004568449854295502,available
makeCoffee,makeCoffee-7,00:35,pick up mug,False,True,,A,0.9999646437424718,0.0005738442377127494,available
makeCoffee,makeCoffee-7,00:47,put mug in coffee machine,False,True,,A,0.9998766053723329,0.001780219083816374,available
makeCoffee,makeCoffee-7,00:50,toggle on coffee machine,False,True,,A,0.9999417087232138,0.0009040401965186355,available
makeCoffee,makeCoffee-7,00:53,toggle off coffee machine,False,True,,A,0.9992903296589789,0.008447026073181966,available
makeCoffee,makeCoffee-7,00:56,pick up mug,False,True,,A,0.9999646437424718,0.0005738442377127494,available
makeCoffee,makeCoffee-7,00:59,put mug on second countertop,False,True,,A,0.9999998724809325,3.1045127342423593e-06,available
makeCoffee,makeCoffee-8,00:17,pick up mug,True,True,False,A,0.9997965729390125,0.002788120250251277,available
makeCoffee,makeCoffee-8,00:30,put mug in coffee machine,False,False,,B,0.9890130563371704,0.08726716782208123,available
makeCoffee,makeCoffee-8,00:33,toggle on coffee machine,False,True,,A,0.9997388096421918,0.003485615977251547,available
makeCoffee,makeCoffee-8,00:36,toggle off coffee machine,False,True,,A,0.9997388096421918,0.003485615977251547,available
makeCoffee,makeCoffee-8,00:39,pick up mug,False,True,,A,0.999925153802872,0.001133796577967522,available
makeCoffee,makeCoffee-8,00:42,put mug on second countertop,False,True,,A,0.9999785550602308,0.00036352781624779574,available
makeCoffee,makeCoffee-9,00:23,pick up bowl,True,True,False,A,0.9999957771647316,8.148403454488396e-05,available
makeCoffee,makeCoffee-9,00:50,put bowl in coffee machine,False,False,,B,0.999925153802872,0.001133796577967522,available
makeCoffee,makeCoffee-9,00:53,toggle on coffee machine,False,True,,A,0.9999869928752253,0.0002298752288747113,available
makeCoffee,makeCoffee-9,00:56,toggle off coffee machine,False,True,,A,0.9999646437635458,0.000573843926080292,available
makeCoffee,makeCoffee-9,00:59,pick up bowl,False,True,,A,0.9999417087162654,0.0009040402942546933,available
makeCoffee,makeCoffee-9,01:02,put bowl on second countertop,False,True,,A,0.9998415637531547,0.002228626148483538,available
makeSalad,makeSalad-1,00:10,pick up lettuce,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-1,00:31,put lettuce on first countertop,True,True,True,A,0.9999998874648162,2.760017155851152e-06,available
makeSalad,makeSalad-1,00:54,pick up tomato,True,True,True,A,0.9999885212296566,0.0002049346093407361,available
makeSalad,makeSalad-1,01:15,put tomato on first countertop,True,True,True,A,0.9999977396747258,4.56534431713181e-05,available
makeSalad,makeSalad-1,01:29,pick up potato,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-1,01:41,put potato on first countertop,True,True,True,A,0.9999998144608402,4.416660967442774e-06,available
makeSalad,makeSalad-1,01:48,pick up knife,True,True,True,A,0.9999724643101547,0.0004568449854295502,available
makeSalad,makeSalad-1,01:55,slice lettuce,True,True,True,A,0.9997965729390125,0.002788120250251277,available
makeSalad,makeSalad-1,02:03,slice tomato,True,True,True,A,0.9999546021442518,0.0007204493803105356,available
makeSalad,makeSalad-1,02:04,put knife on first countertop,True,True,False,A,0.9999994284997149,1.267669761323519e-05,available
makeSalad,makeSalad-1,02:05,slice potato,False,False,,B,0.9999724643035903,0.0004568450848709717,available
makeSalad,makeSalad-1,02:14,pick up lettuce slice,False,True,,A,0.9999962733608835,7.258146119082659e-05,available
makeSalad,makeSalad-1,02:17,put lettuce slice in bowl,False,True,,A,0.9999962733608835,7.258146119082659e-05,available
makeSalad,makeSalad-1,02:20,pick up tomato slice,False,True,,A,0.999989870011893,0.00018268112324772617,available
makeSalad,makeSalad-1,02:23,put tomato slice in bowl,False,True,,A,0.9999977396747258,4.56534431713181e-05,available
makeSalad,makeSalad-1,02:26,pick up potato slice,False,False,,B,0.9890130563371704,0.08726716782208123,available
makeSalad,makeSalad-1,02:29,put potato slice in bowl,False,False,,B,0.9999977396747258,4.56534431713181e-05,available
makeSalad,makeSalad-1,02:48,open fridge,False,True,,A,0.9999546021388404,0.0007204494583810701,available
makeSalad,makeSalad-1,03:04,pick up bowl,False,True,,A,0.9968273169336631,0.030903471446774997,available
makeSalad,makeSalad-1,03:24,put bowl in fridge,False,True,,A,0.9999967112522586,6.464600299327198e-05,available
makeSalad,makeSalad-1,03:29,close fridge,False,True,,A,0.9999038975777871,0.0014211331542979086,available
makeSalad,makeSalad-10,00:10,pick up lettuce,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-10,00:58,pick up tomato,True,True,True,A,0.9999885212296566,0.0002049346093407361,available
makeSalad,makeSalad-10,01:37,pick up potato,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-10,02:00,pick up knife,True,True,True,A,0.9999962733608835,7.258146119082659e-05,available
makeSalad,makeSalad-10,02:07,slice lettuce,True,True,True,A,0.9984988179739498,0.01624473653630814,available
makeSalad,makeSalad-10,02:14,slice potato,True,True,True,A,0.9996646499458114,0.004354351991977225,available
makeSalad,makeSalad-10,02:17,slice tomato,True,True,True,A,0.9998766053723329,0.001780219083816374,available
makeSalad,makeSalad-10,02:35,pick up lettuce slice,True,True,True,A,0.9999251537939506,0.0011337967002374957,available
makeSalad,makeSalad-10,02:38,put lettuce slice in bowl,True,False,True,B,0.9999994284997149,1.267669761323519e-05,available
makeSalad,makeSalad-10,02:41,pick up potato slice,True,True,True,A,0.9999996072136301,8.925067298424608e-06,available
makeSalad,makeSalad-10,02:44,put potato slice in bowl,True,True,True,A,0.9999997300421382,6.280153187162631e-06,available
makeSalad,makeSalad-10,02:45,pick up tomato slice,True,False,False,B,0.9999998555019682,3.491815420311467e-06,available
makeSalad,makeSalad-10,02:46,put tomato slice in bowl,False,False,,B,0.9999999586006244,1.0750801278688535e-06,available
makeSalad,makeSalad-10,03:00,open fridge,False,True,,A,0.999925153802872,0.001133796577967522,available
makeSalad,makeSalad-10,03:16,pick up bowl,False,True,,A,0.9999962733608835,7.258146119082659e-05,available
makeSalad,makeSalad-10,03:32,put bowl in fridge,False,True,,A,0.9999998555019682,3.491815420311467e-06,available
makeSalad,makeSalad-10,03:35,close fridge,False,True,,A,0.9999038975777871,0.0014211331542979086,available
makeSalad,makeSalad-2,00:10,pick up lettuce,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-2,00:31,put lettuce on first countertop,True,True,True,A,0.9999982396568656,3.618984826916553e-05,available
makeSalad,makeSalad-2,00:54,pick up tomato,True,True,True,A,0.9999885212296566,0.0002049346093407361,available
makeSalad,makeSalad-2,01:15,put tomato on first countertop,True,True,True,A,0.9999989322969232,2.2720457049677194e-05,available
makeSalad,makeSalad-2,01:29,pick up potato,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-2,01:41,put potato on first countertop,True,True,True,A,0.9999999778405106,5.954298016009165e-07,available
makeSalad,makeSalad-2,01:48,pick up knife,True,True,True,A,0.999989870011893,0.00018268112324772617,available
makeSalad,makeSalad-2,01:55,slice lettuce,True,True,True,A,0.9968273169336631,0.030903471446774997,available
makeSalad,makeSalad-2,01:58,slice potato,True,True,True,A,0.9968273169336631,0.030903471446774997,available
makeSalad,makeSalad-2,02:06,slice tomato,True,True,True,A,0.9997388096733121,0.0034856156068474534,available
makeSalad,makeSalad-2,02:07,put knife on first countertop,True,True,True,A,0.9999999468421502,1.3612575517135648e-06,available
makeSalad,makeSalad-2,02:16,pick up lettuce slice,True,True,True,A,0.9999952149051501,9.147049808839806e-05,available
makeSalad,makeSalad-2,02:19,put lettuce slice in bowl,True,True,True,A,0.9999998362622821,3.927217218750354e-06,available
makeSalad,makeSalad-2,02:22,pick up tomato slice,True,True,True,A,0.999989870011893,0.00018268112324772617,available
makeSalad,makeSalad-2,02:25,put tomato slice in bowl,True,True,True,A,0.9999998874648162,2.760017155851152e-06,available
makeSalad,makeSalad-2,02:28,pick up potato slice,True,True,True,A,0.9999982396568656,3.618984826916553e-05,available
makeSalad,makeSalad-2,02:31,put potato slice in pan,True,False,False,B,0.9999998874648162,2.760017155851152e-06,available
makeSalad,makeSalad-2,02:50,open fridge,False,True,,A,0.9999546021388404,0.0007204494583810701,available
makeSalad,makeSalad-2,03:06,pick up bowl,False,True,,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-2,03:26,put bowl in fridge,False,True,,A,0.9999921107349486,0.00014511803680413704,available
makeSalad,makeSalad-2,03:31,close fridge,False,True,,A,0.9999038975777871,0.0014211331542979086,available
makeSalad,makeSalad-3,00:10,pick up lettuce,True,True,True,A,0.9999977396747258,4.56534431713181e-05,available
makeSalad,makeSalad-3,00:31,put lettuce on first countertop,True,True,True,A,0.9999998874648162,2.760017155851152e-06,available
makeSalad,makeSalad-3,00:46,pick up apple,True,True,False,A,0.9999832985848862,0.0002891407960567083,available
makeSalad,makeSalad-3,00:59,put apple on first countertop,False,True,,A,0.9999997617630155,5.5851788203125485e-06,available
makeSalad,makeSalad-3,01:13,pick up potato,False,True,,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-3,01:25,put potato on first countertop,False,True,,A,0.9999998362622821,3.927217218750354e-06,available
makeSalad,makeSalad-3,01:32,pick up knife,False,True,,A,0.9999832985848862,0.0002891407960567083,available
makeSalad,makeSalad-3,01:39,slice lettuce,False,True,,A,0.9990889489238549,0.01051555021965498,available
makeSalad,makeSalad-3,01:47,slice potato,False,True,,A,0.9996646499458114,0.004354351991977225,available
makeSalad,makeSalad-3,01:56,slice apple,False,True,,A,0.9999038975892415,0.001421133001438565,available
makeSalad,makeSalad-3,01:57,put knife on first countertop,False,True,,A,0.9999998555019682,3.491815420311467e-06,available
makeSalad,makeSalad-3,02:05,pick up lettuce slice,False,True,,A,0.9999982396568656,3.618984826916553e-05,available
makeSalad,makeSalad-3,02:08,put lettuce slice in bowl,False,True,,A,0.999999057755336,2.0220654636653533e-05,available
makeSalad,makeSalad-3,02:11,pick up potato slice,False,True,,A,0.999989870011893,0.00018268112324772617,available
makeSalad,makeSalad-3,02:14,put potato slice in bowl,False,True,,A,0.9999910603051653,0.00016282788400912558,available
makeSalad,makeSalad-3,02:17,pick up apple slice,False,True,,A,0.999999057755336,2.0220654636653533e-05,available
makeSalad,makeSalad-3,02:20,put apple slice in bowl,False,False,,B,0.9999993524053851,1.4247794040839634e-05,available
makeSalad,makeSalad-3,02:39,open fridge,False,True,,A,0.9999546021388404,0.0007204494583810701,available
makeSalad,makeSalad-3,02:55,pick up bowl,False,True,,A,0.9999417087232138,0.0009040401965186355,available
makeSalad,makeSalad-3,03:15,put bowl in fridge,False,True,,A,0.9999970976877992,5.7573337778860017e-05,available
makeSalad,makeSalad-3,03:20,close fridge,False,True,,A,0.9999038975777871,0.0014211331542979086,available
makeSalad,makeSalad-4,00:10,pick up lettuce,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-4,00:58,pick up tomato,True,True,True,A,0.9999885212296566,0.0002049346093407361,available
makeSalad,makeSalad-4,01:37,pick up potato,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-4,02:00,pick up knife,True,True,True,A,0.999997438718515,5.127018562230698e-05,available
makeSalad,makeSalad-4,02:07,slice lettuce,True,True,True,A,0.7310585903489892,0.8399415210762481,available
makeSalad,makeSalad-4,02:10,slice potato,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
makeSalad,makeSalad-4,02:13,slice tomato,True,True,True,A,0.9998415637531547,0.002228626148483538,available
makeSalad,makeSalad-4,02:21,pick up lettuce slice,True,True,True,A,0.9999992661791399,1.601253126401421e-05,available
makeSalad,makeSalad-4,02:24,put lettuce slice in bowl,True,True,True,A,0.999999554915127,1.0033152570072834e-05,available
makeSalad,makeSalad-4,02:27,pick up tomato slice,True,True,True,A,0.9999999226557719,1.9387743157428543e-06,available
makeSalad,makeSalad-4,02:30,put tomato slice in bowl,True,True,True,A,0.9999999317439576,1.723271425266314e-06,available
makeSalad,makeSalad-4,02:33,pick up potato slice,True,True,True,A,0.9999999468421502,1.3612575517135648e-06,available
makeSalad,makeSalad-4,02:36,put potato slice in bowl,True,True,True,A,0.999999554915127,1.0033152570072834e-05,available
makeSalad,makeSalad-4,02:52,open fridge,True,True,True,A,0.999925153802872,0.001133796577967522,available
makeSalad,makeSalad-4,03:08,pick up bowl,True,False,True,B,0.9947798743112779,0.04708878421920025,available
makeSalad,makeSalad-4,03:24,put bowl in fridge,True,False,True,B,0.9999785550551182,0.00036352789553793454,available
makeSalad,makeSalad-4,03:27,close fridge,True,True,True,A,0.9999038975777871,0.0014211331542979086,available
makeSalad,makeSalad-5,00:10,pick up lettuce,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-5,00:58,pick up tomato,True,True,True,A,0.9999885212296566,0.0002049346093407361,available
makeSalad,makeSalad-5,01:37,pick up potato,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-5,02:00,pick up knife,True,True,True,A,0.9999962733608835,7.258146119082659e-05,available
makeSalad,makeSalad-5,02:07,slice lettuce,True,True,True,A,0.9984988179739498,0.01624473653630814,available
makeSalad,makeSalad-5,02:10,slice tomato,True,True,True,A,0.9999724643101547,0.0004568449854295502,available
makeSalad,makeSalad-5,02:27,pick up lettuce slice,True,True,True,A,0.9999993524053851,1.4247794040839634e-05,available
makeSalad,makeSalad-5,02:30,put lettuce slice in bowl,True,False,True,B,0.9999994284997149,1.267669761323519e-05,available
makeSalad,makeSalad-5,02:33,pick up tomato slice,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
makeSalad,makeSalad-5,02:36,put tomato slice in bowl,True,True,True,A,0.9999989322969232,2.2720457049677194e-05,available
makeSalad,makeSalad-5,02:39,pick up potato,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
makeSalad,makeSalad-5,02:42,put potato in bowl,True,False,False,B,0.9999994956527948,1.127809826024321e-05,available
makeSalad,makeSalad-5,02:56,open fridge,False,True,,A,0.999925153802872,0.001133796577967522,available
makeSalad,makeSalad-5,03:12,pick up bowl,False,True,,A,0.9999785550602308,0.00036352781624779574,available
makeSalad,makeSalad-5,03:28,put bowl in fridge,False,True,,A,0.9999980052698924,4.064874699476472e-05,available
makeSalad,makeSalad-5,03:31,close fridge,False,True,,A,0.9999038975777871,0.0014211331542979086,available
makeSalad,makeSalad-6,00:10,pick up lettuce,False,True,,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-6,00:31,put lettuce on first countertop,False,True,,A,0.9999998874648162,2.760017155851152e-06,available
makeSalad,makeSalad-6,00:54,pick up tomato,False,True,,A,0.9999885212296566,0.0002049346093407361,available
makeSalad,makeSalad-6,01:15,put tomato on first countertop,False,True,,A,0.9999977396747258,4.56534431713181e-05,available
makeSalad,makeSalad-6,01:29,pick up potato,False,True,,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-6,01:41,put potato on first countertop,False,True,,A,0.9999998144608402,4.416660967442774e-06,available
makeSalad,makeSalad-6,01:48,pick up knife,False,True,,A,0.9999724643101547,0.0004568449854295502,available
makeSalad,makeSalad-6,01:55,slice lettuce,False,True,,A,0.9997965729390125,0.002788120250251277,available
makeSalad,makeSalad-6,01:58,slice potato,False,True,,A,0.9998766053723329,0.001780219083816374,available
makeSalad,makeSalad-6,02:06,slice tomato,False,True,,A,0.9998415637342705,0.002228626386868482,available
makeSalad,makeSalad-6,02:07,put knife on first countertop,False,True,,A,0.9999997897565931,4.96681778329076e-06,available
makeSalad,makeSalad-6,02:16,pick up lettuce slice,False,True,,A,0.9999938558278723,0.00011523419737095476,available
makeSalad,makeSalad-6,02:19,put lettuce slice in bowl,False,True,,A,0.9999997617630155,5.5851788203125485e-06,available
makeSalad,makeSalad-6,02:22,pick up potato slice,False,True,,A,0.9999251537939506,0.0011337967002374957,available
makeSalad,makeSalad-6,02:25,put potato slice in bowl,False,True,,A,0.9999998724809325,3.1045127342423593e-06,available
makeSalad,makeSalad-6,02:28,pick up tomato slice,False,True,,A,0.9999724643101547,0.0004568449854295502,available
makeSalad,makeSalad-6,02:31,put tomato slice in bowl,False,True,,A,0.9999967112518665,6.464601013386288e-05,available
makeSalad,makeSalad-6,02:46,open fridge,False,True,,A,0.999925153802872,0.001133796577967522,available
makeSalad,makeSalad-6,03:00,pick up bowl,False,False,,B,0.9525741301883566,0.27535993272667686,available
makeSalad,makeSalad-6,03:14,put bowl in fridge,False,False,,B,0.9999724643068726,0.00045684503515017855,available
makeSalad,makeSalad-6,03:17,close fridge,False,True,,A,0.9999038975777871,0.0014211331542979086,available
makeSalad,makeSalad-7,00:10,pick up lettuce,False,True,,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-7,00:31,put lettuce on first countertop,False,True,,A,0.9999998874648162,2.760017155851152e-06,available
makeSalad,makeSalad-7,00:54,pick up tomato,False,True,,A,0.9999885212296566,0.0002049346093407361,available
makeSalad,makeSalad-7,01:15,put tomato on first countertop,False,True,,A,0.9999987901339381,2.5527466612479186e-05,available
makeSalad,makeSalad-7,01:29,pick up potato,False,True,,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-7,01:41,put potato on first countertop,False,True,,A,0.999999974890009,6.701820991850731e-07,available
makeSalad,makeSalad-7,01:48,pick up knife,False,True,,A,0.9999984465026854,3.2217581156089804e-05,available
makeSalad,makeSalad-7,01:55,slice lettuce,False,True,,A,0.9997965729390125,0.002788120250251277,available
makeSalad,makeSalad-7,02:02,slice potato,False,False,,B,0.6224593312018546,0.956286539380729,available
makeSalad,makeSalad-7,02:05,slice tomato,False,True,,A,0.9999785550576745,0.00036352785589286314,available
makeSalad,makeSalad-7,02:06,put knife on first countertop,False,True,,A,0.9999994956527948,1.127809826024321e-05,available
makeSalad,makeSalad-7,02:09,pick up potato slice,False,True,,A,0.9999996072136301,8.925067298424608e-06,available
makeSalad,makeSalad-7,02:12,put potato slice in bowl,False,True,,A,0.9999993524053851,1.4247794040839634e-05,available
makeSalad,makeSalad-7,02:15,pick up tomato slice,False,True,,A,0.9999993524053851,1.4247794040839634e-05,available
makeSalad,makeSalad-7,02:18,put tomato slice in bowl,False,True,,A,0.9999998362622821,3.927217218750354e-06,available
makeSalad,makeSalad-7,02:35,open fridge,False,True,,A,0.999925153802872,0.001133796577967522,available
makeSalad,makeSalad-7,02:51,pick up bowl,False,True,,A,0.9999785550576745,0.00036352785589286314,available
makeSalad,makeSalad-7,03:07,put bowl in fridge,False,True,,A,0.9999982396568656,3.618984826916553e-05,available
makeSalad,makeSalad-7,03:10,close fridge,False,True,,A,0.9999038975777871,0.0014211331542979086,available
makeSalad,makeSalad-8,00:10,pick up lettuce,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-8,00:58,pick up tomato,True,True,True,A,0.9999885212296566,0.0002049346093407361,available
makeSalad,makeSalad-8,01:19,put tomato on countertop,True,False,False,B,0.9998766053723329,0.001780219083816374,available
makeSalad,makeSalad-8,01:33,pick up potato,False,False,,B,0.9998766053723329,0.001780219083816374,available
makeSalad,makeSalad-8,01:45,put potato on countertop,False,False,,B,0.9999977396747258,4.56534431713181e-05,available
makeSalad,makeSalad-8,01:52,pick up knife,False,False,,B,0.9999038976006969,0.001421132848569472,available
makeSalad,makeSalad-8,01:57,slice lettuce,False,False,,B,0.9998766053723329,0.001780219083816374,available
makeSalad,makeSalad-8,02:09,slice potato,False,False,,B,0.9999989322969232,2.2720457049677194e-05,available
makeSalad,makeSalad-8,02:10,slice tomato,False,False,,B,0.9995694428819758,0.005435306624609062,available
makeSalad,makeSalad-8,02:11,put knife on countertop,False,False,,B,0.9999869928705739,0.00022987530436896234,available
makeSalad,makeSalad-8,02:23,pick up lettuce slice,False,False,,B,0.9999546021442518,0.0007204493803105356,available
makeSalad,makeSalad-8,02:26,put lettuce slice in bowl,False,False,,B,0.9999546021442518,0.0007204493803105356,available
makeSalad,makeSalad-8,02:38,pick up potato slice,False,True,,A,0.9999869928752253,0.0002298752288747113,available
makeSalad,makeSalad-8,02:52,put potato slice in bowl,False,False,,B,0.9980732656706854,0.020155434739198397,available
makeSalad,makeSalad-8,02:55,pick up tomato slice,False,False,,B,0.9997388096421918,0.003485615977251547,available
makeSalad,makeSalad-8,02:58,put tomato slice in bowl,False,True,,A,0.9994472214174237,0.0067788933958978954,available
makeSalad,makeSalad-8,03:14,open fridge,False,True,,A,0.999925153802872,0.001133796577967522,available
