model,qid,category,n_options,answer,predicted,max_prob,norm_entropy,confidence,correct,score_status,solvability,difficulty
qwen3.5:9b,9737,physics,10,A,A,0.9354642353152305,0.13732288578992743,0.8626771142100725,1,available,2,medium
qwen3.5:9b,9746,physics,10,B,E,0.43938618978174565,0.8080965963566215,0.19190340364337855,0,available,0,hard
qwen3.5:9b,9759,physics,10,H,E,0.27482887034914694,0.8122429660563426,0.1877570339436574,0,available,2,medium
qwen3.5:9b,9767,physics,10,A,A,0.5878035217719192,0.31597616445632604,0.684023835543674,1,available,4,easy
qwen3.5:9b,9780,physics,10,B,A,0.3177273978172419,0.8358857299622273,0.16411427003777268,0,available,0,hard
qwen3.5:9b,9787,physics,10,J,C,0.22034067783856917,0.960490619633684,0.039509380366316016,0,available,0,hard
qwen3.5:9b,9791,physics,10,I,I,0.2682486101233869,0.9214987598093966,0.07850124019060345,1,available,0,hard
qwen3.5:9b,9797,physics,10,E,E,0.38931890875759523,0.8333422288238509,0.1666577711761491,1,available,0,hard
qwen3.5:9b,9798,physics,10,C,D,0.4678821229019347,0.7165769331696041,0.28342306683039586,0,available,0,hard
qwen3.5:9b,9804,physics,10,H,C,0.16360643387838433,0.9550134105796342,0.04498658942036582,0,available,0,hard
qwen3.5:9b,9810,physics,10,J,E,0.2738244208021888,0.8501111165985966,0.14988888340140338,0,available,1,hard
qwen3.5:9b,9821,physics,10,H,D,0.24992469992148042,0.8111525219304022,0.18884747806959779,0,available,0,hard
qwen3.5:9b,9862,physics,10,I,G,0.23964777147775446,0.8998487857897335,0.10015121421026651,0,available,0,hard
qwen3.5:9b,9886,physics,10,J,D,0.46971963314619847,0.5365988717245554,0.46340112827544455,0,available,0,hard
qwen3.5:9b,9888,physics,10,E,D,0.1779147879887265,0.9361989052236931,0.06380109477630691,0,available,1,hard
qwen3.5:9b,9901,physics,10,A,D,0.17868557949471864,0.9430814561839702,0.05691854381602979,0,available,2,medium
qwen3.5:9b,9918,physics,10,C,F,0.33026769919315485,0.7934333335813439,0.20656666641865606,0,available,1,hard
qwen3.5:9b,9921,physics,10,D,B,0.22378596741987195,0.8882924039621305,0.1117075960378695,0,available,5,easy
qwen3.5:9b,9925,physics,10,B,C,0.27808878678330223,0.9285416787033317,0.07145832129666829,0,available,1,hard
qwen3.5:9b,9927,physics,10,F,I,0.8518513199566035,0.2535891603453781,0.7464108396546218,0,available,0,hard
qwen3.5:9b,9935,physics,10,J,J,0.934372162562775,0.1540434866095956,0.8459565133904043,1,available,4,easy
qwen3.5:9b,9939,physics,10,I,G,0.449895810847804,0.5802256416738916,0.41977435832610843,0,available,0,hard
qwen3.5:9b,9950,physics,10,E,F,0.9768920041610156,0.06824231558205301,0.9317576844179469,0,available,0,hard
qwen3.5:9b,9959,physics,10,I,E,0.24583255073425853,0.9291376283790428,0.07086237162095721,0,available,0,hard
qwen3.5:9b,9963,physics,10,A,C,0.2288518236984129,0.9257025036107667,0.07429749638923333,0,available,1,hard
qwen3.5:9b,9976,physics,10,E,A,0.17863073788631165,0.955912670697714,0.04408732930228598,0,available,0,hard
qwen3.5:9b,9979,physics,10,F,F,0.30637677345854386,0.8078784320374575,0.19212156796254254,1,available,0,hard
qwen3.5:9b,9990,physics,10,C,C,0.9918367917508759,0.025845220888240993,0.974154779111759,1,available,1,hard
qwen3.5:9b,9994,physics,10,H,B,0.6981833351539604,0.3217694492246478,0.6782305507753522,0,available,0,hard
qwen3.5:9b,9999,physics,10,J,F,0.600145494512644,0.47874475042139003,0.52125524957861,0,available,0,hard
qwen3.5:9b,10000,physics,10,D,D,0.9976088674453916,0.009434035503535491,0.9905659644964645,1,available,4,easy
qwen3.5:9b,10005,physics,10,F,C,0.2389905477744438,0.8600024573468894,0.1399975426531106,0,available,0,hard
qwen3.5:9b,10006,physics,10,G,G,0.20353985725618923,0.9416532248934916,0.05834677510650843,1,available,0,hard
qwen3.5:9b,10015,physics,10,D,F,0.23221960026705254,0.8961609705698198,0.1038390294301802,0,available,0,hard
qwen3.5:9b,10027,physics,10,J,A,0.9259508104117111,0.1514980854693938,0.8485019145306062,0,available,0,hard
qwen3.5:9b,10034,physics,10,E,E,0.39515156834153853,0.779776295637911,0.22022370436208905,1,available,0,hard
qwen3.5:9b,10040,physics,10,H,C,0.7002398903875541,0.2798141214910862,0.7201858785089138,0,available,0,hard
qwen3.5:9b,10042,physics,10,A,F,0.7575992210982013,0.37950983800989985,0.6204901619901002,0,available,0,hard
qwen3.5:9b,10051,physics,10,C,E,0.41108013952867073,0.7502721874079634,0.24972781259203658,0,available,1,hard
qwen3.5:9b,10054,physics,10,B,B,0.33020782136455584,0.8471962330468868,0.15280376695311315,1,available,3,medium
qwen3.5:9b,10060,physics,10,C,F,0.46673093255999887,0.5593181824724008,0.44068181752759916,0,available,0,hard
qwen3.5:9b,10066,physics,10,D,E,0.42768515374735105,0.8023903005735573,0.1976096994264427,0,available,0,hard
qwen3.5:9b,10078,physics,10,D,C,0.24079443552050037,0.9171962922665201,0.08280370773347989,0,available,0,hard
qwen3.5:9b,10094,physics,10,I,I,0.2437640680342936,0.9278645856756018,0.07213541432439818,1,available,3,medium
qwen3.5:9b,10104,physics,10,E,E,0.4695745166729433,0.734758637707056,0.26524136229294404,1,available,0,hard
qwen3.5:9b,10116,physics,10,A,C,0.21783680258389973,0.942502218488742,0.05749778151125795,0,available,0,hard
qwen3.5:9b,10118,physics,10,F,G,0.25950780341644025,0.9114040546278157,0.08859594537218429,0,available,3,medium
qwen3.5:9b,10119,physics,10,C,C,0.20094873505747496,0.9248710808740829,0.07512891912591713,1,available,2,medium
qwen3.5:9b,10160,physics,10,G,G,0.9609683424807879,0.09760634170001864,0.9023936582999814,1,available,0,hard
qwen3.5:9b,10174,physics,10,H,H,0.9945122867450512,0.018509265071002375,0.9814907349289976,1,available,5,easy
qwen3.5:9b,10190,physics,10,B,F,0.5401811746803348,0.6158558244692318,0.3841441755307682,0,available,1,hard
qwen3.5:9b,10202,physics,10,A,D,0.26697219578463355,0.8380523888900598,0.16194761110994016,0,available,3,medium
qwen3.5:9b,10204,physics,10,I,I,0.8369445659806578,0.30967425226609924,0.6903257477339008,1,available,0,hard
qwen3.5:9b,10211,physics,10,I,I,0.9786965953921019,0.05430521374880647,0.9456947862511935,1,available,3,medium
qwen3.5:9b,10221,physics,10,D,D,0.25362287064245836,0.8722952328687109,0.1277047671312891,1,available,2,medium
qwen3.5:9b,10222,physics,10,D,B,0.35216758471458964,0.8693242564776124,0.13067574352238764,0,available,0,hard
qwen3.5:9b,10226,physics,10,D,G,0.21752429228630304,0.8917019760616606,0.10829802393833943,0,available,0,hard
qwen3.5:9b,10231,physics,10,I,G,0.17596800274355973,0.957358829208875,0.04264117079112495,0,available,0,hard
qwen3.5:9b,10232,physics,10,H,C,0.7327460932124238,0.43414459981644105,0.565855400183559,0,available,0,hard
qwen3.5:9b,10237,physics,10,J,J,0.27922668803351197,0.9169507659946234,0.08304923400537656,1,available,0,hard
qwen3.5:9b,10238,physics,10,F,D,0.25028572805753346,0.9125120591247232,0.08748794087527678,0,available,0,hard
qwen3.5:9b,10252,physics,10,F,H,0.5003577250201896,0.6002094254333362,0.3997905745666638,0,available,1,hard
qwen3.5:9b,10253,physics,10,A,A,0.47803750977714005,0.463737620064312,0.536262379935688,1,available,1,hard
qwen3.5:9b,10275,physics,10,F,C,0.1804258973855136,0.93596712349285,0.06403287650714995,0,available,1,hard
qwen3.5:9b,10278,physics,10,E,E,0.19012667902734645,0.9382817205304559,0.06171827946954411,1,available,0,hard
qwen3.5:9b,10279,physics,10,F,D,0.6412070816669012,0.5197847105002942,0.4802152894997058,0,available,0,hard
qwen3.5:9b,10280,physics,10,B,B,0.4460503433746845,0.5395641194353018,0.4604358805646982,1,available,3,medium
qwen3.5:9b,10283,physics,10,I,E,0.2870617408447588,0.8194874524004093,0.18051254759959068,0,available,1,hard
qwen3.5:9b,10310,physics,10,C,J,0.2856393796363811,0.838985697310903,0.161014302689097,0,available,1,hard
qwen3.5:9b,10313,physics,10,B,G,0.4206294342875068,0.5395450353319884,0.4604549646680116,0,available,5,easy
qwen3.5:9b,10315,physics,10,H,D,0.41439617929706224,0.7633480721682646,0.2366519278317354,0,available,0,hard
qwen3.5:9b,10319,physics,10,B,F,0.2967682300917806,0.8646204191061574,0.1353795808938426,0,available,0,hard
qwen3.5:9b,10322,physics,10,A,C,0.2004786188567945,0.9348385074700785,0.06516149252992154,0,available,0,hard
qwen3.5:9b,10337,physics,10,G,G,0.5893030021995692,0.6686040105652851,0.33139598943471493,1,available,2,medium
qwen3.5:9b,10339,physics,10,J,F,0.1730106852006719,0.9604881506847527,0.039511849315247316,0,available,0,hard
qwen3.5:9b,10346,physics,10,I,C,0.1613445293776319,0.980598966413703,0.019401033586296967,0,available,0,hard
qwen3.5:9b,10355,physics,10,E,C,0.37809343525151834,0.8580336205644528,0.14196637943554724,0,available,1,hard
qwen3.5:9b,10362,computer science,10,A,H,0.14819251005429104,0.9707492286652277,0.029250771334772274,0,available,2,medium
qwen3.5:9b,10367,computer science,8,F,F,0.5494708981800435,0.5919606959023772,0.4080393040976228,1,available,1,hard
qwen3.5:9b,10370,computer science,10,B,B,0.8529123632892567,0.2778614829351706,0.7221385170648293,1,available,4,easy
qwen3.5:9b,10373,computer science,10,D,E,0.2247402716662439,0.851904987064956,0.148095012935044,0,available,3,medium
qwen3.5:9b,10378,computer science,10,J,J,0.9973138124207087,0.010315533208964691,0.9896844667910353,1,available,5,easy
qwen3.5:9b,10397,computer science,10,G,B,0.9979287176158247,0.008423988452912225,0.9915760115470877,0,available,0,hard
qwen3.5:9b,10401,computer science,10,E,E,0.3261141788278445,0.828784762578233,0.17121523742176703,1,available,0,hard
qwen3.5:9b,10404,computer science,9,E,E,0.9863626895155136,0.03891800437434938,0.9610819956256507,1,available,5,easy
qwen3.5:9b,10412,computer science,10,I,I,0.8099625603019496,0.34678286112690543,0.6532171388730945,1,available,1,hard
qwen3.5:9b,10414,computer science,10,C,C,0.9849566101982916,0.04738422608254187,0.9526157739174581,1,available,1,hard
qwen3.5:9b,10418,computer science,10,J,E,0.6451796387888536,0.4311909970541629,0.568809002945837,0,available,0,hard
qwen3.5:9b,10420,computer science,10,J,H,0.4855889776710485,0.6257716618904412,0.3742283381095588,0,available,0,hard
qwen3.5:9b,10429,computer science,10,H,H,0.993718671991974,0.019623437453364617,0.9803765625466354,1,available,1,hard
qwen3.5:9b,10439,computer science,10,A,E,0.276927130672876,0.8815343918981092,0.11846560810189077,0,available,4,easy
qwen3.5:9b,10476,computer science,9,D,D,0.996246597666521,0.014792261618846933,0.985207738381153,1,available,4,easy
qwen3.5:9b,10483,computer science,10,B,G,0.49743516622089184,0.6434796783716789,0.35652032162832115,0,available,2,medium
qwen3.5:9b,10504,computer science,10,F,F,0.9951111443143471,0.016741345165018406,0.9832586548349815,1,available,5,easy
qwen3.5:9b,10509,computer science,10,A,A,0.9989819837667543,0.004203082719181701,0.9957969172808183,1,available,3,medium
qwen3.5:9b,10513,computer science,10,E,E,0.8947006317134253,0.22155966597076368,0.7784403340292363,1,available,3,medium
qwen3.5:9b,10514,computer science,10,E,E,0.89606767310371,0.21695047766245606,0.783049522337544,1,available,0,hard
qwen3.5:9b,10520,computer science,6,D,D,0.5163731751934052,0.7021487767396778,0.2978512232603222,1,available,5,easy
qwen3.5:9b,10527,computer science,10,I,C,0.3655470019900963,0.8161308491228827,0.1838691508771173,0,available,0,hard
qwen3.5:9b,10533,computer science,4,B,C,0.9975174226092353,0.014484724727497044,0.9855152752725029,0,available,0,hard
qwen3.5:9b,10538,computer science,10,J,C,0.24737650504679634,0.9471900112328308,0.05280998876716925,0,available,0,hard
qwen3.5:9b,10539,computer science,10,E,E,0.5771545568773231,0.49453700853515237,0.5054629914648476,1,available,2,medium
qwen3.5:9b,10543,computer science,10,C,C,0.9991899877246618,0.003617958587010617,0.9963820414129894,1,available,5,easy
qwen3.5:9b,10547,computer science,10,B,B,0.9752939978858552,0.0701212784026219,0.929878721597378,1,available,2,medium
qwen3.5:9b,10548,computer science,10,C,C,0.9959894590313483,0.013584607929201907,0.9864153920707981,1,available,5,easy
qwen3.5:9b,10552,computer science,4,D,D,0.778813456732628,0.5561400645857787,0.4438599354142213,1,available,1,hard
qwen3.5:9b,10555,computer science,4,A,C,0.8551391277333357,0.4027676033057598,0.5972323966942402,0,available,1,hard
qwen3.5:9b,10560,computer science,10,F,F,0.3812973277704916,0.6986062656814888,0.30139373431851124,1,available,1,hard
qwen3.5:9b,10568,computer science,10,D,H,0.9885345679738731,0.03705838159901334,0.9629416184009867,0,available,0,hard
qwen3.5:9b,10572,computer science,10,F,F,0.19520397037783693,0.9039884231213429,0.09601157687865713,1,available,0,hard
qwen3.5:9b,10577,computer science,10,H,H,0.977390571594855,0.049269735341040434,0.9507302646589596,1,available,5,easy
qwen3.5:9b,10583,computer science,8,H,G,0.5859172132846824,0.5206552489663706,0.4793447510336294,0,available,3,medium
qwen3.5:9b,10602,computer science,10,C,C,0.5510783723101357,0.6517877408988637,0.3482122591011363,1,available,2,medium
qwen3.5:9b,10613,computer science,10,H,B,0.6031412227103735,0.5338040013678617,0.46619599863213834,0,available,1,hard
qwen3.5:9b,10615,computer science,10,D,B,0.6520090388556029,0.35190314714517723,0.6480968528548228,0,available,0,hard
qwen3.5:9b,10616,computer science,10,C,C,0.2920072694714746,0.8449243025825515,0.15507569741744853,1,available,0,hard
qwen3.5:9b,10617,computer science,10,D,D,0.9981661607178343,0.007515065108874975,0.992484934891125,1,available,5,easy
qwen3.5:9b,10627,computer science,10,C,C,0.9990737577941156,0.004005511840820822,0.9959944881591791,1,available,5,easy
qwen3.5:9b,10637,computer science,4,C,B,0.7445720400585207,0.5698909043969974,0.4301090956030026,0,available,2,medium
qwen3.5:9b,10647,computer science,10,F,F,0.9891115532543931,0.032329252425943096,0.9676707475740569,1,available,4,easy
qwen3.5:9b,10648,computer science,10,J,J,0.8972517888680694,0.2323182606324657,0.7676817393675344,1,available,1,hard
qwen3.5:9b,10650,computer science,10,D,D,0.483660039478417,0.6250968934617798,0.37490310653822023,1,available,0,hard
qwen3.5:9b,10651,computer science,10,H,H,0.34449613849182453,0.8633501770488934,0.13664982295110661,1,available,0,hard
qwen3.5:9b,10653,computer science,10,C,C,0.752355082790781,0.43720104828062745,0.5627989517193726,1,available,2,medium
qwen3.5:9b,10661,computer science,10,G,G,0.9387004115268737,0.13023340734784372,0.8697665926521563,1,available,0,hard
qwen3.5:9b,10665,computer science,10,H,E,0.6626916377207644,0.3939244513557967,0.6060755486442033,0,available,0,hard
qwen3.5:9b,10678,computer science,10,F,B,0.9127095699857869,0.19936799629650062,0.8006320037034994,0,available,2,medium
qwen3.5:9b,10710,computer science,10,J,F,0.5137310899699896,0.6579617848278976,0.3420382151721024,0,available,0,hard
qwen3.5:9b,10725,computer science,10,A,F,0.3091692949642686,0.8384605918577321,0.16153940814226786,0,available,3,medium
qwen3.5:9b,10742,computer science,10,E,E,0.38313276209610936,0.8336917830711936,0.16630821692880637,1,available,0,hard
qwen3.5:9b,10746,computer science,10,D,D,0.9919948611498647,0.025611001810203524,0.9743889981897965,1,available,5,easy
qwen3.5:9b,10749,computer science,8,B,B,0.6638401119660089,0.3726036263063283,0.6273963736936716,1,available,2,medium
qwen3.5:9b,10759,computer science,4,D,D,0.9945413595672963,0.026721861468677884,0.9732781385313222,1,available,4,easy
qwen3.5:9b,10769,computer science,10,J,D,0.1511422072039549,0.969211980870693,0.030788019129306954,0,available,0,hard
qwen3.5:9b,10770,computer science,10,F,G,0.5007446573977384,0.4919653218460095,0.5080346781539905,0,available,0,hard
qwen3.5:9b,10772,computer science,10,I,I,0.9811180400103979,0.055633797118791024,0.944366202881209,1,available,1,hard
qwen3.5:9b,10781,philosophy,10,J,J,0.9973336898497688,0.010540232318751655,0.9894597676812483,1,available,0,hard
qwen3.5:9b,10786,philosophy,10,B,J,0.37530910074288654,0.7300742128537994,0.26992578714620064,0,available,0,hard
qwen3.5:9b,10801,philosophy,10,E,E,0.985608989350571,0.04545578771396388,0.9545442122860361,1,available,0,hard
qwen3.5:9b,10807,philosophy,10,C,C,0.9929807807896618,0.02381705370759372,0.9761829462924063,1,available,2,medium
qwen3.5:9b,10813,philosophy,8,G,E,0.44390365357516615,0.6524837009282595,0.34751629907174053,0,available,0,hard
qwen3.5:9b,10820,philosophy,10,G,G,0.9675690819809635,0.09002731877400498,0.9099726812259951,1,available,2,medium
qwen3.5:9b,10821,philosophy,10,H,J,0.19688517517919515,0.9056060572103446,0.0943939427896554,0,available,0,hard
qwen3.5:9b,10823,philosophy,4,A,A,0.7468788710395985,0.46198863987565075,0.5380113601243492,1,available,3,medium
qwen3.5:9b,10825,philosophy,10,F,F,0.985445409405934,0.045361191324857254,0.9546388086751427,1,available,5,easy
qwen3.5:9b,10869,philosophy,9,B,B,0.9988194626610905,0.005266733443622724,0.9947332665563773,1,available,4,easy
qwen3.5:9b,10879,philosophy,4,D,C,0.8857372605430461,0.2914509492775901,0.7085490507224099,0,available,1,hard
qwen3.5:9b,10880,philosophy,10,H,H,0.9474025075885865,0.12921869345146342,0.8707813065485366,1,available,5,easy
qwen3.5:9b,10885,philosophy,10,A,A,0.8506420372535505,0.21865252847086913,0.7813474715291309,1,available,5,easy
qwen3.5:9b,10892,philosophy,10,J,C,0.3983126217426155,0.5619815345138706,0.43801846548612944,0,available,0,hard
qwen3.5:9b,10906,philosophy,10,J,B,0.9481893708548882,0.11994618937347411,0.8800538106265259,0,available,0,hard
qwen3.5:9b,10907,philosophy,9,D,C,0.6741470496400132,0.46719791925034065,0.5328020807496594,0,available,1,hard
qwen3.5:9b,10911,philosophy,10,A,D,0.5798854953086009,0.5501860044551328,0.44981399554486723,0,available,0,hard
qwen3.5:9b,10916,philosophy,10,B,B,0.9985648772318086,0.006027310963805541,0.9939726890361945,1,available,5,easy
qwen3.5:9b,10949,philosophy,10,I,A,0.7263064970861111,0.45992858330346703,0.540071416696533,0,available,1,hard
qwen3.5:9b,10965,philosophy,10,H,B,0.6956016250074514,0.5095610390162769,0.4904389609837231,0,available,0,hard
qwen3.5:9b,10972,philosophy,9,G,G,0.996922521704885,0.0118748802943144,0.9881251197056856,1,available,4,easy
qwen3.5:9b,10995,philosophy,10,H,I,0.586275916381779,0.5486604152186875,0.45133958478131253,0,available,0,hard
qwen3.5:9b,11004,philosophy,4,A,A,0.9344466304870634,0.21345533655071053,0.7865446634492894,1,available,3,medium
qwen3.5:9b,11012,philosophy,10,B,B,0.9956824767533717,0.013965431661987212,0.9860345683380128,1,available,3,medium
qwen3.5:9b,11021,philosophy,10,D,D,0.9964433310147669,0.012986374698214787,0.9870136253017852,1,available,2,medium
qwen3.5:9b,11053,philosophy,10,A,A,0.9975086634722471,0.00990944149694321,0.9900905585030568,1,available,2,medium
qwen3.5:9b,11060,philosophy,10,J,D,0.5173098052259292,0.6670279524008007,0.3329720475991993,0,available,1,hard
qwen3.5:9b,11080,philosophy,10,G,B,0.26587041485379853,0.8162165600539272,0.18378343994607282,0,available,0,hard
qwen3.5:9b,11084,philosophy,10,D,I,0.4081168090002552,0.5872236662094417,0.41277633379055834,0,available,0,hard
qwen3.5:9b,11095,philosophy,10,I,I,0.2963229844417434,0.8473343841690706,0.1526656158309294,1,available,1,hard
qwen3.5:9b,11097,philosophy,8,A,C,0.6379343868441041,0.46789909481552894,0.5321009051844711,0,available,4,easy
qwen3.5:9b,11108,philosophy,4,D,D,0.7372028132239337,0.5797761700729174,0.4202238299270826,1,available,1,hard
qwen3.5:9b,11110,philosophy,10,E,E,0.9111837290822487,0.20566974535654511,0.7943302546434549,1,available,0,hard
qwen3.5:9b,11116,philosophy,10,G,C,0.47239484960531786,0.6349905185032875,0.36500948149671253,0,available,0,hard
qwen3.5:9b,11117,philosophy,9,C,C,0.9857604954124669,0.04705422978813987,0.9529457702118601,1,available,3,medium
qwen3.5:9b,11120,philosophy,10,B,C,0.3745444854586888,0.8086378819128582,0.19136211808714176,0,available,0,hard
qwen3.5:9b,11128,philosophy,10,I,C,0.9441047294894995,0.11630942547165209,0.8836905745283479,0,available,0,hard
qwen3.5:9b,11130,philosophy,10,D,C,0.8331538751160462,0.30177573194670687,0.6982242680532931,0,available,0,hard
qwen3.5:9b,11148,philosophy,4,C,C,0.9748709046925579,0.1012202718585231,0.8987797281414769,1,available,4,easy
qwen3.5:9b,11151,philosophy,10,C,C,0.9689386409406826,0.08864459852642188,0.9113554014735781,1,available,3,medium
qwen3.5:9b,11158,philosophy,10,A,E,0.45547581631357886,0.5585427217420256,0.44145727825797443,0,available,1,hard
qwen3.5:9b,11159,philosophy,9,H,D,0.8960549816909679,0.19653570592047792,0.803464294079522,0,available,0,hard
qwen3.5:9b,11170,philosophy,8,F,F,0.949742832111703,0.12975371241757502,0.870246287582425,1,available,5,easy
qwen3.5:9b,11173,philosophy,10,F,F,0.7735159441407256,0.3829081912974739,0.6170918087025261,1,available,0,hard
qwen3.5:9b,11196,philosophy,6,A,A,0.9935478365638752,0.02688998855482236,0.9731100114451776,1,available,5,easy
qwen3.5:9b,11201,philosophy,10,E,E,0.62511701891821,0.628589361138867,0.371410638861133,1,available,1,hard
qwen3.5:9b,11207,philosophy,10,C,C,0.9955254951196957,0.01600194500622298,0.983998054993777,1,available,5,easy
qwen3.5:9b,11211,philosophy,10,F,F,0.7549872350002403,0.2701586171965849,0.7298413828034152,1,available,0,hard
qwen3.5:9b,11213,philosophy,4,D,C,0.9535415537333571,0.17066757995388881,0.8293324200461112,0,available,0,hard
qwen3.5:9b,11214,philosophy,10,E,E,0.8908376596308177,0.23232668352584546,0.7676733164741545,1,available,0,hard
qwen3.5:9b,11215,philosophy,10,G,I,0.87883862996783,0.22287070765826333,0.7771292923417367,0,available,0,hard
qwen3.5:9b,11216,philosophy,4,C,C,0.9810965393802904,0.08089732006991303,0.919102679930087,1,available,0,hard
qwen3.5:9b,11219,philosophy,10,G,J,0.7754699696319486,0.3498674168050782,0.6501325831949218,0,available,0,hard
qwen3.5:9b,11223,philosophy,9,D,D,0.9908288680312588,0.03199879485712327,0.9680012051428767,1,available,3,medium
qwen3.5:9b,11226,philosophy,10,C,J,0.6271382933340214,0.5691294225265162,0.4308705774734838,0,available,0,hard
qwen3.5:9b,11230,philosophy,10,H,H,0.9617278396282514,0.10179577723134416,0.8982042227686559,1,available,1,hard
qwen3.5:9b,11232,philosophy,10,G,I,0.9103320454982491,0.18936880609139964,0.8106311939086004,0,available,0,hard
qwen3.5:9b,11233,philosophy,4,C,C,0.9602994737382863,0.14862203764338017,0.8513779623566198,1,available,4,easy
qwen3.5:9b,11237,philosophy,4,B,D,0.5245572189149191,0.7154627434579197,0.2845372565420803,0,available,2,medium
qwen3.5:9b,11249,philosophy,4,A,A,0.9969203711699532,0.016266390123042086,0.9837336098769579,1,available,5,easy
qwen3.5:9b,11251,philosophy,10,A,H,0.6714919427036202,0.5339591577318133,0.46604084226818665,0,available,0,hard
qwen3.5:9b,11254,philosophy,9,B,B,0.9619427262390131,0.09628237387232083,0.9037176261276791,1,available,3,medium
qwen3.5:9b,11255,philosophy,10,B,B,0.9717856430043469,0.06463111082327494,0.9353688891767251,1,available,2,medium
qwen3.5:9b,11260,philosophy,9,F,F,0.9745218504436639,0.0636597734617721,0.9363402265382279,1,available,2,medium
qwen3.5:9b,11265,philosophy,4,D,D,0.9950765096883434,0.02597721054217997,0.9740227894578201,1,available,1,hard
qwen3.5:9b,11273,philosophy,9,C,C,0.9263196078023738,0.1804328792092846,0.8195671207907154,1,available,4,easy
qwen3.5:9b,11275,philosophy,4,C,C,0.5227709691863656,0.820181065890937,0.17981893410906302,1,available,5,easy
qwen3.5:9b,11283,philosophy,8,A,C,0.4317973373542287,0.7673558419134725,0.2326441580865275,0,available,2,medium
qwen3.5:9b,11285,engineering,10,C,J,0.2814447707351392,0.9107449166070327,0.08925508339296728,0,available,0,hard
qwen3.5:9b,11298,engineering,10,H,H,0.32105292719258294,0.8244011778389602,0.17559882216103984,1,available,1,hard
qwen3.5:9b,11309,engineering,10,B,C,0.26800469905255586,0.8904933440556936,0.10950665594430642,0,available,2,medium
qwen3.5:9b,11318,engineering,10,D,D,0.2175239033229056,0.9147549453172559,0.08524505468274413,1,available,0,hard
qwen3.5:9b,11320,engineering,10,J,C,0.15984574181799632,0.9662804895774367,0.03371951042256327,0,available,0,hard
qwen3.5:9b,11321,engineering,10,J,A,0.5321406133928268,0.6047426363995518,0.39525736360044816,0,available,0,hard
qwen3.5:9b,11351,engineering,10,C,C,0.27829794728802987,0.9253198812697846,0.0746801187302154,1,available,1,hard
qwen3.5:9b,11355,engineering,10,A,A,0.9932894259419487,0.022736360837030224,0.9772636391629698,1,available,1,hard
qwen3.5:9b,11357,engineering,10,D,F,0.8062965514226959,0.29542065887497054,0.7045793411250294,0,available,0,hard
qwen3.5:9b,11362,engineering,10,D,D,0.6472618299124826,0.5704457243800751,0.4295542756199249,1,available,0,hard
qwen3.5:9b,11378,engineering,10,C,C,0.9328841339177273,0.13778198296617855,0.8622180170338214,1,available,4,easy
qwen3.5:9b,11382,engineering,10,A,E,0.24509781849753492,0.9251431218389391,0.0748568781610609,0,available,2,medium
qwen3.5:9b,11383,engineering,10,F,G,0.5333858598061046,0.640942726235739,0.359057273764261,0,available,2,medium
qwen3.5:9b,11388,engineering,10,A,A,0.37101190791961997,0.8429779537089439,0.1570220462910561,1,available,2,medium
qwen3.5:9b,11389,engineering,10,J,G,0.19886835904737518,0.9442165716568187,0.055783428343181285,0,available,0,hard
qwen3.5:9b,11392,engineering,10,J,G,0.3337969756416219,0.813570742708097,0.18642925729190296,0,available,1,hard
qwen3.5:9b,11405,engineering,10,E,C,0.28044656259548967,0.8718237842210099,0.12817621577899008,0,available,0,hard
qwen3.5:9b,11408,engineering,10,D,J,0.5477598381040896,0.5245861258799688,0.4754138741200312,0,available,1,hard
qwen3.5:9b,11409,engineering,10,H,H,0.2028858834486894,0.9241655821694489,0.07583441783055112,1,available,2,medium
qwen3.5:9b,11410,engineering,4,D,C,0.5334117078540364,0.7805461552800488,0.21945384471995122,0,available,1,hard
qwen3.5:9b,11414,engineering,10,F,C,0.25622960495284197,0.828685097229803,0.171314902770197,0,available,1,hard
qwen3.5:9b,11423,engineering,10,E,E,0.26327931633303275,0.8997910428445306,0.1002089571554694,1,available,1,hard
qwen3.5:9b,11430,engineering,10,C,C,0.4410846816035917,0.760020206978,0.239979793022,1,available,2,medium
qwen3.5:9b,11442,engineering,10,A,A,0.6179458509291466,0.6082155441024899,0.3917844558975101,1,available,1,hard
qwen3.5:9b,11447,engineering,10,F,E,0.731827985600726,0.4607816958970448,0.5392183041029552,0,available,0,hard
qwen3.5:9b,11450,engineering,10,A,A,0.5211059887747382,0.7064585730052665,0.2935414269947335,1,available,2,medium
qwen3.5:9b,11459,engineering,10,J,A,0.1758398169285542,0.9282225166429612,0.07177748335703882,0,available,0,hard
qwen3.5:9b,11466,engineering,10,B,H,0.6091420685363862,0.49897426107422593,0.5010257389257741,0,available,0,hard
qwen3.5:9b,11471,engineering,4,A,C,0.4307560782500123,0.9097038391228709,0.0902961608771291,0,available,4,easy
qwen3.5:9b,11484,engineering,10,A,A,0.8401354414106199,0.2934456527066444,0.7065543472933555,1,available,4,easy
qwen3.5:9b,11489,engineering,10,D,D,0.4772305218602113,0.45162644891230586,0.5483735510876941,1,available,0,hard
qwen3.5:9b,11491,engineering,10,H,H,0.1788973301088642,0.9339285535297768,0.06607144647022323,1,available,0,hard
qwen3.5:9b,11500,engineering,10,A,H,0.5572458882659141,0.6384975275374716,0.3615024724625284,0,available,0,hard
